group,avg_score_q1,avg_score_q2,avg_score_q3,avg_score_q4,avg_score_q5,avg_proc_ms_q1,avg_proc_ms_q2,avg_proc_ms_q3,avg_proc_ms_q4,avg_proc_ms_q5
control,0.9311856320470306,0.9373917820801303,0.8576691952420322,0.9593165176313025,0.8567224204914397,137.61119500850327,152.77530000021216,123.40744999528397,196.3675050123129,62.9651549999835
mci,0.9100442584829713,0.9235322410411445,0.854998351320808,0.9149045319246311,0.8497429236961076,118.3661380949031,124.68397619003164,69.00325237352047,189.949923810283,41.845823804448756
ad,0.8730645376214863,0.8921934183487586,0.8300998919599009,0.8522268069179549,0.8265266169043988,155.3481200011447,138.18246998998802,101.01525500649586,144.70701000245754,68.49900999804959
