group,avg_score_q1,avg_score_q2,avg_score_q3,avg_score_q4,avg_score_q5,avg_proc_ms_q1,avg_proc_ms_q2,avg_proc_ms_q3,avg_proc_ms_q4,avg_proc_ms_q5
control,0.9473752837639514,0.9508790184177551,0.8772404936751416,0.9664671054496301,0.8701057808718481,302.99536499078386,91.43627000739798,102.52039000624791,92.3501050012419,67.61867000022903
mci,0.9215983826773184,0.9342433500501661,0.8733137107239651,0.9218720435177917,0.8618538217888563,86.81259048171341,84.65386190939518,83.8804095262839,90.39350000343153,65.34596190543934
ad,0.8823069312048821,0.899989280719744,0.8487942257692749,0.8616305315558186,0.8345103592242629,83.61220500082709,80.88458499696571,82.29380999109708,83.31964999379124,61.57237499428447
