group,avg_score_q1,avg_score_q2,avg_score_q3,avg_score_q4,avg_score_q5,avg_proc_ms_q1,avg_proc_ms_q2,avg_proc_ms_q3,avg_proc_ms_q4,avg_proc_ms_q5
control,0.9468654783889956,0.9493468226243446,0.8762635301898347,0.9664671054496301,0.8701057808718481,7.670210002106614,8.373675000621006,6.466960001853295,9.825785001157783,4.55336999730207
mci,0.9215983826773184,0.9342433500501661,0.8733137107239651,0.9218720435177917,0.8618538217888563,6.739966665571999,6.940933332468073,4.289285717753782,10.339909529734758,3.7179476237811504
ad,0.8823069312048821,0.899989280719744,0.8487942257692749,0.8616305315558186,0.8345103592242629,8.705365000059828,7.78006000618916,5.714550000266172,8.769554996979423,4.600270002265461
