x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s
0.0530329999999999,0.7287439999999998,0.0,2025-01-30 14:42:24.102,0.0,0.0,-43.66637,41.66184,0.0,0.0,0.0,0.0,18.4546330946304
0.058743999999999894,0.723895,0.0,2025-01-30 14:42:24.218,116.0,116.0,-43.03816,41.12845,0.6282100000000028,-0.5333899999999971,0.8241072115932493,7.104372513734908,18.4546330946304
0.050513999999999906,0.7443759999999999,0.0,2025-01-30 14:42:24.343,241.0,125.0,-43.94346,43.38136,-0.905300000000004,2.252909999999993,2.4279974378281324,19.423979502625063,18.4546330946304
0.1751549999999999,0.7227409999999999,0.0,2025-01-30 14:42:24.472,370.0,129.0,-30.23295,41.00151,13.71051,-2.3798499999999976,13.915522644967382,107.87226856563862,18.4546330946304
0.1913999999999999,0.7273339999999999,0.0,2025-01-30 14:42:24.595,493.0,123.0,-28.446,41.50673999999999,1.7869500000000045,0.5052299999999974,1.8569996379644271,15.097558032231117,18.4546330946304
0.1991319999999999,0.729082,0.0,2025-01-30 14:42:24.717,615.0,122.0,-27.59548,41.69902,0.8505199999999995,0.1922800000000109,0.8719838695755807,7.147408767012957,18.4546330946304
0.22400399999999993,0.7289189999999999,0.0,2025-01-30 14:42:24.839,737.0,122.0,-24.85956,41.68109,2.73592,-0.0179300000000068,2.735978751982552,22.42605534411928,18.4546330946304
0.23518899999999993,0.715484,0.0,2025-01-30 14:42:24.961,859.0,122.0,-23.62921,40.20324,1.2303500000000014,-1.4778499999999966,1.9229669120918316,15.762023869605176,18.4546330946304
0.2528319999999999,0.687632,0.0,2025-01-30 14:42:25.084,982.0,123.0,-21.68848,37.139520000000005,1.940729999999995,-3.0637199999999964,3.626680737437465,29.485209247459068,18.4546330946304
0.1386409999999999,0.579853,0.0,2025-01-30 14:42:25.329,1227.0,122.00000000000011,-34.24949,25.28383,-12.56101,-11.855690000000006,17.272416090292644,52.58519166863605,18.4546330946304
0.1390899999999999,0.5934899999999999,0.0,2025-01-30 14:42:25.451,1349.0,121.99999999999989,-34.2001,26.7839,0.0493900000000024,1.500070000000001,1.5008828658492983,12.302318572535246,18.4546330946304
0.1396859999999999,0.6121759999999998,0.0,2025-01-30 14:42:25.573,1471.0,122.00000000000011,-34.13454,28.83936,0.0655599999999978,2.0554599999999965,2.0565052699178734,16.856600573097307,18.4546330946304
0.1530009999999999,0.5768169999999999,0.0,2025-01-30 14:42:25.696,1594.0,123.0,-32.66989,24.949870000000004,1.464649999999999,-3.889489999999992,4.156119834966256,33.7895921541972,18.4546330946304
0.1575709999999999,0.5714469999999998,0.0,2025-01-30 14:42:25.817,1715.0,121.0,-32.16719,24.359169999999995,0.5027000000000044,-0.5907000000000089,0.7756505527620121,6.410335146793488,18.4546330946304
0.23336699999999988,0.572471,0.0,2025-01-30 14:42:25.940,1838.0,123.0,-23.82963,24.47181,8.337559999999996,0.1126400000000025,8.338320845541983,67.79122638652018,18.4546330946304
0.2508569999999999,0.5714429999999999,0.0,2025-01-30 14:42:26.062,1960.0,121.99999999999989,-21.90573,24.358729999999998,1.9239,-0.1130800000000036,1.9272203549153373,15.796888155043764,18.4546330946304
0.2550549999999999,0.568973,0.0,2025-01-30 14:42:26.184,2082.0,121.99999999999989,-21.44395,24.08703,0.4617800000000045,-0.2716999999999956,0.5357813531656377,4.39165043578392,18.4546330946304
0.2550889999999999,0.5816169999999998,0.0,2025-01-30 14:42:26.307,2205.0,123.00000000000024,-21.44021,25.47787,0.0037399999999969,1.3908399999999972,1.3908450284629097,11.307683158235015,18.4546330946304
0.2476389999999999,0.5815649999999999,0.0,2025-01-30 14:42:26.429,2327.0,121.99999999999989,-22.25971,25.472150000000003,-0.8195000000000014,-0.005719999999993,0.8195199621729798,6.717376739122792,18.4546330946304
0.24657499999999988,0.581394,0.0,2025-01-30 14:42:26.551,2449.0,121.99999999999989,-22.37675,25.45334,-0.1170399999999993,-0.0188100000000055,0.1185418816283935,0.9716547674458494,18.4546330946304
0.24962899999999988,0.5809819999999999,0.0,2025-01-30 14:42:26.673,2571.0,122.00000000000033,-22.040810000000004,25.40802,0.3359399999999972,-0.0453199999999966,0.3389831647737065,2.778550530932013,18.4546330946304
0.2423559999999999,0.5808929999999999,0.0,2025-01-30 14:42:26.796,2694.0,122.99999999999976,-22.84084,25.39823,-0.800029999999996,-0.0097899999999988,0.8000898980739561,6.504795919300468,18.4546330946304
0.23851699999999992,0.5729259999999998,0.0,2025-01-30 14:42:26.918,2816.0,121.99999999999989,-23.26313,24.52186,-0.4222899999999967,-0.876370000000005,0.9728068775455928,7.973826865127816,18.4546330946304
0.23859999999999992,0.570387,0.0,2025-01-30 14:42:27.040,2938.0,122.00000000000033,-23.254,24.24257,0.0091299999999989,-0.279289999999996,0.2794391901648689,2.2904851652858045,18.4546330946304
0.23869099999999988,0.5709359999999999,0.0,2025-01-30 14:42:27.162,3060.0,121.99999999999989,-23.243990000000004,24.30296,0.010009999999994,0.0603900000000017,0.0612139869637658,0.5017539915062775,18.4546330946304
0.2083529999999999,0.56247,0.0,2025-01-30 14:42:27.285,3183.0,122.99999999999976,-26.58117,23.371700000000004,-3.3371799999999965,-0.9312599999999982,3.464681159933764,28.16813951165667,18.4546330946304
0.2033649999999999,0.551782,0.0,2025-01-30 14:42:27.407,3305.0,122.00000000000033,-27.12985,22.19602,-0.5486799999999974,-1.1756800000000034,1.2974101914198166,10.634509765736173,18.4546330946304
