,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.027241109614893882,0.012319185141534851,0.0137401988350009,0.01940099777026045,0.023640314775070448,0.030709279549713024,0.0806716323696503,100.0,0.7688848466395325,0.05593463322634419,0.6640419947506562,0.7367937353852847,0.7634937865348976,0.7947915242652085,0.9149277688603532,100.0,1.9009836584481874,0.39043890154366906,1.1054537953980843,1.6668789415580099,1.8833635994057039,2.1030119825895834,2.885959472796044
Control,100.0,0.08367398832046109,0.06294265227968579,0.0312,0.046743042103513974,0.05687065972222215,0.084547055983363,0.3372478835287257,100.0,0.8820668861591043,0.061661714869204236,0.6089385474860335,0.8545719915347004,0.8870872834259562,0.9188692046655829,0.9765342960288808,100.0,2.508080646063789,0.6238180427151753,0.5916727785823275,2.078572108796995,2.5084792111084875,2.9113439973343946,3.922831058677078
MCI,105.0,0.04999551348361439,0.029693351607951234,0.0157407849259317,0.0297458085451595,0.0411796932067202,0.0575968809073724,0.1761278987567957,105.0,0.8022047636652404,0.07453614226626981,0.6307506053268765,0.7458722182340273,0.7946210268948656,0.8590308370044053,0.9643685780576732,105.0,2.115753638386605,0.5605373023480517,0.7219280948873623,1.787973812181438,2.0339971209541647,2.45640307334802,3.861118489376413
