,,,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy
AD,13,3,0.060378086419753,,0.7715654952076677,,1.846892495829916,
AD,13,4,0.0220292980368828,,0.7485232067510549,,2.212862819244521,
AD,13,5,0.0340044511153667,,0.8599695585996956,,2.685260640082471,
AD,14,1,0.0271106318552647,,0.7878666130976296,,1.961023805375016,
AD,14,2,0.046906724233402,,0.8740804106073568,,2.503388265299922,
AD,14,3,0.0718668252080856,,0.8732627399073462,,2.580122360087088,
AD,14,4,0.0220348767550022,,0.7488877904102818,,2.042314123694856,
AD,14,5,0.0273318192497454,,0.7535816618911175,,1.221974366600674,
AD,15,1,0.0266421924901059,,0.6885702907208283,,1.5735496797306447,
AD,15,2,0.018508954602249,,0.7281728172817282,,1.5214531476688853,
AD,15,3,0.0259259259259259,,0.7595238095238095,,1.7069187850090404,
AD,15,4,0.0173155273879583,,0.7352941176470589,,1.3437584600692265,
AD,15,5,0.0192276878705335,,0.7791666666666667,,1.7094492246794115,
AD,16,1,0.0485005903187721,,0.8550563360689943,,2.483974657004901,
AD,16,2,0.0666551046363741,,0.8985255854293148,,2.7414025965980104,
AD,16,3,0.0206569887285645,,0.8131634819532909,,1.7499305568910295,
AD,16,4,0.0164064505589395,,0.7638691322901849,,1.835796345947848,
AD,16,5,0.016491019222016,,0.7239915074309978,,1.4759999101194206,
AD,17,1,0.0285457784510934,,0.7542997542997543,,1.9341659209948128,
AD,17,2,0.0235865417967395,,0.7573529411764706,,1.7887462658246724,
AD,17,3,0.0184295657288501,,0.7313829787234043,,1.894502574335856,
AD,17,4,0.0203082767185331,,0.7823741007194245,,1.9408377473950096,
AD,17,5,0.0139400654487361,,0.6709796672828097,,1.1054537953980843,
AD,18,1,0.016981845195428,,0.6776669224865695,,1.43949959054522,
AD,18,2,0.020422419460881,,0.7012072434607646,,1.5229609261086734,
AD,18,3,0.0223692501575299,,0.7370892018779343,,1.2822342679574306,
AD,18,4,0.0137401988350009,,0.7359073359073359,,1.763478453298544,
AD,18,5,0.019954056123598,,0.7426636568848759,,1.1906641089925112,
AD,19,1,0.0185339441899208,,0.6713483146067416,,1.1929187528294694,
AD,19,2,0.027265625,,0.7707736389684814,,1.5367852328053224,
AD,19,3,0.0408705901702255,,0.8913480885311871,,2.7686660105877965,
AD,19,4,0.0188930801248699,,0.6815834767641996,,1.6747647503562542,
AD,19,5,0.0246980349738597,,0.7372262773722628,,1.693037831359604,
AD,20,1,0.0150209905603144,,0.6672051696284329,,1.5578521994283925,
AD,20,2,0.0250730511829578,,0.7894736842105263,,2.440980013488319,
AD,20,3,0.0295457111671496,,0.7987261146496816,,1.844146969064715,
AD,20,4,0.0174294569898965,,0.7305619707467282,,1.7749585178135068,
AD,20,5,0.050048039130055,,0.8184991273996509,,2.23244162062947,
AD,21,1,0.0369344413665743,,0.8166666666666667,,1.914812537690491,
AD,21,2,0.0236444444444444,,0.7706766917293233,,1.6670093806291215,
AD,21,3,0.0255102040816326,,0.74375,,1.6664876243446751,
AD,21,4,0.0194587677368361,,0.7524177949709865,,1.550409731101911,
AD,21,5,0.0305624142661179,,0.77737881508079,,1.7316211136716713,
AD,22,1,0.0232830385015608,,0.6703910614525139,,1.3315354132342654,
AD,22,2,0.0315059861373661,,0.7333333333333333,,1.6400273349148558,
AD,22,3,0.0229776941682343,,0.7485380116959064,,1.2587809892583786,
AD,22,4,0.0180461073318216,,0.774869109947644,,2.022393784138084,
AD,22,5,0.0248653662810172,,0.7243523316062176,,1.8486427739476607,
Control,1,1,0.03625,,0.6379310344827587,,1.01524483909589,
Control,1,2,0.0345318618725525,,0.8092783505154639,,1.9114080560598128,
Control,1,3,0.0687395214144185,,0.88470066518847,,2.395194255334695,
Control,1,4,0.1122991689750692,,0.8860384805130735,,3.1656115244178227,
Control,1,5,0.0355088276135687,,0.6089385474860335,,1.221047785179718,
Control,2,1,0.0650340136054421,,0.9191073919107392,,2.8224862329467286,
Control,2,2,0.0388014476895884,,0.8394793926247288,,2.080460946622641,
Control,2,3,0.0514220051709279,,0.8966480446927374,,2.5018591379834665,
Control,2,4,0.2059312687102817,,0.9126073280625692,,3.416447058759378,
Control,2,5,0.1087257617728531,,0.9187898089171974,,3.038860216587292,
Control,3,1,0.0789930555555555,,0.9181929181929182,,3.4518657367545256,
Control,3,2,0.0561339972838388,,0.8951612903225806,,2.721874720718989,
Control,3,3,0.0577256944444444,,0.8872180451127819,,2.192107667504595,
Control,3,4,0.2653858418367347,,0.9654550916191048,,3.922831058677078,
Control,3,5,0.0583900226757369,,0.8592233009708737,,3.1426782786188783,
Control,4,1,0.094017094017094,,0.916083916083916,,2.6833891344750835,
Control,4,2,0.052647233789411,,0.9322033898305084,,2.802158202550748,
Control,4,3,0.046713239626294,,0.8702702702702703,,2.26613961205571,
Control,4,4,0.1418435904326793,,0.915725653656688,,2.85148673824703,
Control,4,5,0.0726802642918701,,0.8735177865612648,,2.7590092698114583,
Control,5,1,0.1108,,0.9765342960288808,,3.5280915711783454,
Control,5,2,0.0432679387261488,,0.8757763975155279,,2.442656444768284,
Control,5,3,0.0474102079395085,,0.8851674641148325,,2.416315370099449,
Control,5,4,0.1454164413196322,,0.9316596931659692,,3.1034231732253987,
Control,5,5,0.0714955901670107,,0.8530183727034121,,2.236244602135588,
Control,6,1,0.0467451523545706,,0.837037037037037,,2.0154931311607576,
Control,6,2,0.0675952296190815,,0.9104674127715604,,2.806125660223148,
Control,6,3,0.040251296661553,,0.8475499092558983,,2.5727381251349724,
Control,6,4,0.094764268547427,,0.8805404124200047,,2.653623459483472,
Control,6,5,0.0379812695109261,,0.7397260273972602,,1.115520093581932,
Control,7,1,0.1174775089527469,,0.9449814126394052,,2.8930237814029307,
Control,7,2,0.0487111111111111,,0.8759124087591241,,2.966304645128786,
Control,7,3,0.0570746527777777,,0.8365019011406845,,1.950286551999797,
Control,7,4,0.1527028166638556,,0.891895623360486,,2.7538235127145136,
Control,7,5,0.059402893197907,,0.8549222797927462,,2.214997302659252,
Control,8,1,0.0728443378361318,,0.878682842287695,,2.329837971476277,
Control,8,2,0.0619753086419753,,0.9362549800796812,,3.051623748964279,
Control,8,3,0.049,,0.8938775510204081,,2.5809078764375744,
Control,8,4,0.1683819925785899,,0.9625779625779626,,3.7475765525058624,
Control,8,5,0.0410452075384437,,0.8535211267605634,,2.212440432013026,
Control,9,1,0.0698676515851031,,0.9559471365638766,,3.266342131496517,
Control,9,2,0.0538903061224489,,0.9171597633136096,,3.1160146327532465,
Control,9,3,0.0467367113503441,,0.9313399778516056,,2.602881109265176,
Control,9,4,0.1300679438627756,,0.9578248769000214,,3.371180506879789,
Control,9,5,0.0486019891161568,,0.8532818532818532,,2.257590877077809,
Control,10,1,0.0765396938412246,,0.9116279069767442,,2.573245499590933,
Control,10,2,0.0479747199080723,,0.8502994011976048,,2.0605806731419944,
Control,10,3,0.0383636535017438,,0.7592137592137592,,1.7958450685374368,
Control,10,4,0.2056811421772754,,0.9342010122921186,,3.0454547717848923,
Control,10,5,0.0542315631450553,,0.8615916955017301,,1.6296804947847925,
Control,11,1,0.0869806094182825,,0.8624203821656051,,2.8267573813904585,
Control,11,2,0.0499131944444444,,0.8869565217391304,,2.6732396859855405,
Control,11,3,0.0551215277777777,,0.8503937007874016,,2.513493232615328,
Control,11,4,0.1758639348958609,,0.968868778280543,,3.5539327571957418,
Control,11,5,0.0746117914404746,,0.8849407783417935,,2.4803833101297084,
Control,12,1,0.0566666666666666,,0.8284313725490197,,2.0121828409056906,
Control,12,2,0.0837358715050565,,0.910201761864166,,3.079379917445136,
Control,12,3,0.0539612188365651,,0.9342915811088296,,2.499671862542825,
Control,12,4,0.1632805325987144,,0.946572934973638,,3.063701575830544,
Control,12,5,0.0545777777777777,,0.9022801302931596,,2.862475553529109,
Control,13,1,0.070204081632653,,0.8895348837209303,,2.344715869014226,
Control,13,2,0.0424,,0.8632075471698113,,2.372444738307962,
Control,13,3,0.0463313502794303,,0.9299610894941636,,2.828806784716823,
Control,13,4,0.1365710958894263,,0.9285300773643492,,3.206370145894712,
Control,13,5,0.0514510348017111,,0.8921348314606742,,1.9325796725845867,
Control,14,1,0.0538408304498269,,0.9125964010282775,,2.9955546053633206,
Control,14,2,0.0391190006574622,,0.8571428571428571,,2.037856989739534,
Control,14,3,0.0447730112453144,,0.8790697674418605,,2.546161039436429,
Control,14,4,0.2656245434623813,,0.956440435595644,,3.333694723021702,
Control,14,5,0.03875,,0.8709677419354839,,2.294430662204854,
Control,15,1,0.0619028774944881,,0.8995433789954338,,2.5486940799852182,
Control,15,2,0.0379774305555555,,0.8857142857142857,,2.099296012867561,
Control,15,3,0.0587047090013887,,0.9010752688172043,,2.29217309539858,
Control,15,4,0.2161731780031369,,0.92899473829964,,3.232049324841661,
Control,15,5,0.0312,,0.7948717948717948,,0.5916727785823275,
Control,16,1,0.0715625,,0.9126637554585152,,2.436760831401208,
Control,16,2,0.0382716049382716,,0.8129032258064516,,2.242616723870438,
Control,16,3,0.0469018364381027,,0.8816901408450705,,1.907254689803571,
Control,16,4,0.2816281402919678,,0.9434387495456198,,3.30130935602274,
Control,16,5,0.0453977509371095,,0.944954128440367,,1.9579393553211155,
Control,17,1,0.0434025257657134,,0.8528428093645485,,1.9850518289209849,
Control,17,2,0.0559205255568018,,0.9369627507163324,,2.3077920989669205,
Control,17,3,0.0456936226166995,,0.8633093525179856,,2.1943632058259674,
Control,17,4,0.2076484768792461,,0.905716798592788,,2.8314114703406457,
Control,17,5,0.0616319444444444,,0.7887323943661971,,1.4717374334224662,
Control,18,1,0.0788888888888888,,0.9154929577464788,,2.4216754983307034,
Control,18,2,0.0528120713305898,,0.9285714285714286,,2.8745818230752773,
Control,18,3,0.0514597773576979,,0.8775510204081632,,1.684942097000906,
Control,18,4,0.2573716967656361,,0.9468780971258672,,3.4730992073818814,
Control,18,5,0.0357627885921231,,0.8481012658227848,,1.3921472236645345,
Control,19,1,0.0628125,,0.9104477611940298,,2.7862646408030467,
Control,19,2,0.0364837690318873,,0.8110236220472441,,2.072905595320056,
Control,19,3,0.0835796828809459,,0.9035369774919614,,2.025437740310237,
Control,19,4,0.3372478835287257,,0.949555780812116,,3.4445250065205832,
Control,19,5,0.0735802469135802,,0.8389261744966443,,1.685567202024124,
Control,20,1,0.0472222222222222,,0.788235294117647,,1.7917374334224665,
Control,20,2,0.0526315789473684,,0.8830409356725146,,2.503465189601647,
Control,20,3,0.0541559214441579,,0.8534798534798534,,1.7856262870402702,
Control,20,4,0.1660181916565745,,0.8801800403538724,,2.66815258725114,
Control,20,5,0.04150390625,,0.7176470588235294,,1.6679511971986447,
MCI,1,1,0.0243374797187669,,0.6333333333333333,,1.0957952550009336,
MCI,1,2,0.0338876291257243,,0.7955390334572491,,2.3831774876538456,
MCI,1,3,0.0438983406847301,,0.8373205741626795,,2.0367449895870378,
MCI,1,4,0.0718219260493313,,0.8211984536082474,,2.566658772175304,
MCI,1,5,0.0535900104058272,,0.7281553398058253,,2.022159237971452,
MCI,2,1,0.0864314219701743,,0.9474483596597812,,3.35968314697656,
MCI,2,2,0.0297309027777777,,0.8686131386861314,,2.7614654049230647,
MCI,2,3,0.0557479224376731,,0.8524844720496895,,2.5433523444275083,
MCI,2,4,0.0937887033214486,,0.8591436574629852,,2.5729964689283102,
MCI,2,5,0.044913741820345,,0.7185430463576159,,1.7103633293524632,
MCI,3,1,0.0443778619481033,,0.8598726114649682,,2.2110764978420923,
MCI,3,2,0.0233910034602076,,0.757396449704142,,1.3015679528347563,
MCI,3,3,0.0363723762217593,,0.8590308370044053,,1.6398071201938034,
MCI,3,4,0.1181473951790143,,0.8444604925666758,,2.412834458908971,
MCI,3,5,0.0394965277777777,,0.7967032967032966,,1.8491713631868807,
MCI,4,1,0.0698666666666666,,0.806615776081425,,2.140273153596801,
MCI,4,2,0.0273577324859376,,0.7690253671562083,,2.038788914457349,
MCI,4,3,0.0547759167043911,,0.7355371900826446,,1.9068905956085187,
MCI,4,4,0.116937618147448,,0.8283220174587779,,2.223960212009441,
MCI,4,5,0.037344777209642,,0.7946210268948656,,1.5936444790594473,
MCI,5,1,0.0391422193877551,,0.7576374745417516,,2.06923673299018,
MCI,5,2,0.0304,,0.7845394736842105,,1.833334766698208,
MCI,5,3,0.0555555555555555,,0.8271604938271605,,1.9871446890819664,
MCI,5,4,0.1064819178684764,,0.8432182551391758,,2.45640307334802,
MCI,5,5,0.03955078125,,0.7530864197530864,,1.8679653582397109,
MCI,6,1,0.03784591545430155,0.011465255134010142,0.8136650280696034,0.05273838379256811,1.959311079445816,0.2566193936795818
MCI,6,2,0.02263749760990045,0.009088831804208438,0.6868233495277318,0.028982501919456487,1.2444180750674319,0.333464214408039
MCI,6,3,0.0644242221802247,0.005001992573715388,0.8520281104826527,0.0641157203901367,2.5338231352700027,0.7566940297989899
MCI,6,4,0.029106405932613398,0.009852279359250383,0.6710892311455587,0.05704743172027389,1.7657395802245077,0.02862551521954107
MCI,6,5,0.03552721088435365,0.01188933510770578,0.7379005286438667,0.0490374623958046,1.7560621273648023,0.4515760774648426
MCI,7,1,0.021922255095332,,0.7132146204311153,,1.8232269893495303,
MCI,7,2,0.0298372815663737,,0.7133258678611423,,1.4780430867983172,
MCI,7,3,0.0301264495076044,,0.7678916827852998,,1.789994034622755,
MCI,7,4,0.0172650623439503,,0.7652747252747253,,2.120844603056421,
MCI,7,5,0.0213053466060087,,0.7674418604651163,,1.815053862119192,
MCI,8,1,0.0216091869069945,,0.7058572039333049,,1.787973812181438,
MCI,8,2,0.0292510103437839,,0.8332318928788801,,2.3591290003306185,
MCI,8,3,0.0459957228127294,,0.7890353920888272,,2.3052423056287275,
MCI,8,4,0.0614278011959611,,0.8854977059644923,,2.657457918244904,
MCI,8,5,0.0290423861852433,,0.8024948024948025,,2.172483230401909,
MCI,9,1,0.0344793445706789,,0.7458722182340273,,1.86420258989286,
MCI,9,2,0.0285822504516053,,0.7706422018348624,,2.093929565163729,
MCI,9,3,0.0238,,0.7142857142857143,,1.4215541688301352,
MCI,9,4,0.0372090772729472,,0.8058084091894235,,2.0339971209541647,
MCI,9,5,0.0201446280991735,,0.7884615384615384,,2.001876495700893,
MCI,10,1,0.1337785123966942,,0.9395077592171592,,3.1889624548794115,
MCI,10,2,0.032994754251729,,0.8313924050632912,,2.668148188205064,
MCI,10,3,0.0442187339694264,,0.8561484918793504,,2.4175844057476974,
MCI,10,4,0.0277742400721462,,0.7623001611104226,,2.075865020875204,
MCI,10,5,0.0615234375,,0.7777777777777778,,1.6476635787783438,
MCI,11,1,0.1084459416674054,,0.9458133831601074,,3.3335058238130184,
MCI,11,2,0.0433996781943617,,0.8575418994413407,,2.401082549136593,
MCI,11,3,0.0498733513844003,,0.9194395796847636,,2.691162228728353,
MCI,11,4,0.0157407849259317,,0.7080987440450411,,1.963461431042065,
MCI,11,5,0.02,,0.7041420118343196,,1.3093768147370437,
MCI,12,1,0.0376470588235294,,0.8253676470588235,,2.0125453793540213,
MCI,12,2,0.0453125,,0.8482758620689655,,2.6879250811706,
MCI,12,3,0.0320385784119434,,0.7752577319587629,,1.82973012574567,
MCI,12,4,0.018903637554903,,0.748395378690629,,1.9319296498450005,
MCI,12,5,0.0502489814395654,,0.8738738738738738,,1.5099686126368168,
MCI,13,1,0.0496514997258986,,0.8351735015772871,,2.202677112742885,
MCI,13,2,0.0307013712988033,,0.7382645803698435,,1.6886891087165217,
MCI,13,3,0.0514705882352941,,0.7563025210084033,,1.6342031261913623,
MCI,13,4,0.0633102493074792,,0.8643622839641216,,2.6378201197986284,
MCI,13,5,0.0686365035395506,,0.7847533632286996,,1.9539209065294327,
MCI,14,1,0.0773036487322201,,0.9204848484848484,,2.8090780390220447,
MCI,14,2,0.0996498876998282,,0.9643685780576732,,3.861118489376413,
MCI,14,3,0.0766049382716049,,0.902497985495568,,2.8848063048189467,
MCI,14,4,0.0451249799711584,,0.7856191744340879,,2.145899261851224,
MCI,14,5,0.0477502295684113,,0.7403846153846154,,1.7692971486125293,
MCI,15,1,0.0909334892503522,,0.9287445978707706,,2.951639064823553,
MCI,15,2,0.0346174548250672,,0.8294091514882275,,2.206679331156612,
MCI,15,3,0.0453739612188365,,0.8327228327228328,,2.296915240095191,
MCI,15,4,0.1254552440776504,,0.8961648578467275,,2.6766925553655985,
MCI,15,5,0.0516975308641975,,0.8656716417910447,,2.572100662767201,
MCI,16,1,0.1033156575957112,,0.904117315284828,,2.9408724150709133,
MCI,16,2,0.0316200554295792,,0.7410358565737052,,1.787871192703609,
MCI,16,3,0.0411796932067202,,0.7139689578713969,,1.7974115776099702,
MCI,16,4,0.0295277285170709,,0.7457725947521866,,2.0428862572753634,
MCI,16,5,0.0526315789473684,,0.8713450292397661,,2.264212686545723,
MCI,17,1,0.0403125,,0.7054263565891473,,1.8607986640262832,
MCI,17,2,0.0400624349635796,,0.8831168831168831,,1.1702295713931186,
MCI,17,3,0.0552268244575936,,0.8452380952380952,,1.952107871216328,
MCI,17,4,0.0319941563184806,,0.726027397260274,,1.7270349581190256,
MCI,17,5,0.0345689296126613,,0.6867469879518072,,0.7219280948873623,
MCI,18,1,0.0654847645429363,,0.8866328257191202,,2.736036688858226,
MCI,18,2,0.0600356930398572,,0.8723741577487119,,2.9141294240949045,
MCI,18,3,0.1015885896195499,,0.9551459293394776,,3.455973753479253,
MCI,18,4,0.1761278987567957,,0.8994365202839624,,2.743474744639744,
MCI,18,5,0.0297458085451595,,0.7545454545454545,,1.2424515878790308,
MCI,19,1,0.0285318559556786,,0.7165048543689321,,1.9123767720530696,
MCI,19,2,0.0372314049586776,,0.7247502774694784,,1.755304510830349,
MCI,19,3,0.0432520808561236,,0.7628865979381443,,1.8086017462764865,
MCI,19,4,0.1276325376906532,,0.89271629112772,,2.8606857192180546,
MCI,19,5,0.0327080780469412,,0.8040345821325648,,1.8743670408516868,
MCI,20,1,0.0575968809073724,,0.8871794871794871,,2.526919888080616,
MCI,20,2,0.0300887573964497,,0.7797443461160275,,2.449247942747607,
MCI,20,3,0.0289795918367346,,0.704225352112676,,0.9055872616982604,
MCI,20,4,0.0259751820399152,,0.794379712131597,,1.998609184802168,
MCI,20,5,0.0555017301038062,,0.7855361596009975,,1.916352076599964,
