,,,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy
,,,mean,std,mean,std,mean,std
Group,folder,q,,,,,,
AD,18,4,0.0050621555811867,,0.8565400843881856,,1.8699058730988087,
AD,18,5,0.0091307523739956,,0.88,,1.2389012566026305,
AD,19,1,0.0061275476660092,,0.8884120171673819,,0.5916727785823275,
AD,19,2,0.0090581859894782,,0.834061135371179,,1.158938532350277,
AD,19,3,0.0172853185595567,,0.8974358974358975,,2.655905937104774,
AD,19,4,0.0061138520546148,,0.9088471849865952,,1.9723072169111573,
AD,19,5,0.0115966796875,,0.9157894736842104,,1.9698157824268103,
AD,20,1,0.006666013135967,,0.8897058823529411,,1.4256051990169438,
AD,20,2,0.0102082093991671,,0.916083916083916,,2.5286020696484,
AD,20,3,0.010669105319311,,0.8857142857142857,,2.1331689258636453,
AD,20,4,0.0057580017301038,,0.8028169014084507,,1.9026831892554923,
AD,20,5,0.0185119259522961,,0.8846153846153846,,1.661932872373582,
AD,21,1,0.0173075417025608,,0.8823529411764706,,1.9431766843351304,
AD,21,2,0.0089635601999909,,0.8592964824120602,,1.8365916681089791,
AD,21,3,0.0114438763087411,,0.8865248226950354,,1.3787834934861751,
AD,21,4,0.0080780368846212,,0.9245283018867924,,1.272905595320056,
AD,21,5,0.0124749387391401,,0.8125,,1.4574248814091713,
AD,22,1,0.0098486350717165,,0.9328859060402684,,1.3787834934861751,
AD,22,2,0.0106025893760988,,0.8894472361809045,,1.640223928941852,
AD,22,3,0.0105867085581585,,0.896774193548387,,1.224394445405986,
AD,22,4,0.0070316344185012,,0.8600451467268623,,1.7780524277689378,
AD,22,5,0.0085901707621824,,0.8787878787878788,,1.7499135605211025,
Control,1,1,0.0158628424931901,,0.8383838383838383,,0.9182958340544896,
Control,1,2,0.0164172335600907,,0.8895027624309392,,1.2415101887362598,
Control,1,3,0.03125,,0.89,,2.7966138511441443,
Control,1,4,0.0425240054869684,,0.9104674127715604,,2.922627042007722,
Control,1,5,0.0146938775510204,,0.9722222222222222,,0.0,
Control,2,1,0.034948224852071,,0.9153439153439152,,2.235782944703021,
Control,2,2,0.0188614540466392,,0.8545454545454545,,1.4553467891236884,
Control,2,3,0.0301702096573891,,0.937046004842615,,2.154211765842478,
Control,2,4,0.0703693242002683,,0.9332664325137984,,3.1997912281100613,
Control,2,5,0.039077233454673,,0.8855218855218855,,2.527451540387627,
Control,3,1,0.0379969680668981,,0.9176319176319176,,3.4789431256243373,
Control,3,2,0.0320268239102786,,0.8772563176895307,,2.4914599313418173,
Control,3,3,0.0289196675900277,,0.9003831417624522,,1.8916483231462111,
Control,3,4,0.1002031008063705,,0.9470198675496688,,3.294768029007312,
Control,3,5,0.0384671214980403,,0.9622641509433962,,3.1515892755485764,
Control,4,1,0.0460448642266824,,0.9047619047619048,,2.761489519307176,
Control,4,2,0.0327693949093126,,0.944186046511628,,2.4914967621603847,
Control,4,3,0.0209190672153635,,0.918032786885246,,2.114257423529488,
Control,4,4,0.0373744806094182,,0.8523451071221771,,2.3319788941536426,
Control,4,5,0.0368608799048751,,0.9032258064516128,,2.3515937233487554,
Control,5,1,0.062544638302214,,0.9477977161500816,,2.390657438898216,
Control,5,2,0.0204221023154156,,0.9331103678929766,,2.1854848469313914,
Control,5,3,0.0250846414281317,,0.9202453987730062,,2.3075660766889934,
Control,5,4,0.0501008857426216,,0.879863481228669,,2.6087366069720845,
Control,5,5,0.0308641975308641,,0.8625,,2.143780234737159,
Control,6,1,0.0211555555555555,,0.8823529411764706,,1.5465935642949382,
Control,6,2,0.02531389681274,,0.842058562555457,,2.219334518357186,
Control,6,3,0.0228894173602853,,0.922077922077922,,2.920303989182056,
Control,6,4,0.0267120181405895,,0.8471986417657046,,2.1980918248325043,
Control,6,5,0.0190808922332706,,0.9154929577464788,,0.9182958340544896,
Control,7,1,0.0665717337130651,,0.9385026737967914,,2.736636290455688,
Control,7,2,0.0221161208954551,,0.9022403258655805,,2.386932966047897,
Control,7,3,0.0240443213296398,,0.8709677419354839,,1.6024773681586493,
Control,7,4,0.0339844454583072,,0.8207930065563535,,2.347229006903936,
Control,7,5,0.0255102040816326,,0.875,,1.521928094887362,
Control,8,1,0.0289256198347107,,0.8303571428571429,,1.3970574189813385,
Control,8,2,0.0359803055169801,,0.9438596491228072,,2.776303431398047,
Control,8,3,0.0260177532904805,,0.9372549019607844,,2.5466139133972896,
Control,8,4,0.0617871618437175,,0.938977879481312,,3.095005967092406,
Control,8,5,0.0236294896030245,,0.91,,2.073455377844732,
Control,9,1,0.032187328686663,,0.8880778588807786,,2.6542081016490444,
Control,9,2,0.0294618943267591,,0.9393939393939394,,2.6913899516687647,
Control,9,3,0.0216341104809913,,0.9223300970873788,,2.172067633948896,
Control,9,4,0.0609210397115964,,0.9557909279300024,,3.4338920682682748,
Control,9,5,0.0266203703703703,,0.927536231884058,,2.089003828777592,
Control,10,1,0.0345578231292517,,0.9422572178477692,,2.271556118399908,
Control,10,2,0.0187741982613777,,0.8599221789883269,,1.9993151591839755,
Control,10,3,0.0173010380622837,,0.8777777777777778,,1.2415101887362598,
Control,10,4,0.050397079302947,,0.8222554144884242,,2.2109351928775984,
Control,10,5,0.0216049382716049,,0.9642857142857144,,1.7381493331928664,
Control,11,1,0.0375735626980534,,0.9216867469879518,,2.7538546465204297,
Control,11,2,0.0286980609418282,,0.9073359073359072,,2.69205533383621,
Control,11,3,0.0251523545706371,,0.8942731277533039,,1.8769317620367587,
Control,11,4,0.0648468537741894,,0.9176548089591569,,2.9850954331068493,
Control,11,5,0.0297004132231404,,0.8608695652173913,,1.8467484852719784,
Control,12,1,0.0195607654826636,,0.7906137184115524,,2.635654874427409,
Control,12,2,0.0300845828527489,,0.8690095846645367,,2.3638848207075736,
Control,12,3,0.0260298777727478,,0.8869565217391304,,1.9927087708004667,
Control,12,4,0.0489670227992308,,0.8452908178328905,,2.5609222236428204,
Control,12,5,0.0328707085463842,,0.9444444444444444,,2.443074189428569,
Control,13,1,0.0401176223482461,,0.8638743455497382,,2.402143721028481,
Control,13,2,0.0215284154678094,,0.8862559241706162,,1.7142427007821253,
Control,13,3,0.0208740234375,,0.912280701754386,,2.476185232295572,
Control,13,4,0.0389640420857902,,0.8879821958456974,,2.685818796977088,
Control,13,5,0.0217391304347826,,0.9130434782608696,,1.6152534083238568,
Control,14,1,0.0314625850340136,,0.9369369369369368,,2.823465189601647,
Control,14,2,0.0204081632653061,,0.8842975206611571,,1.823067982273661,
Control,14,3,0.018811775959188,,0.943502824858757,,1.8618540887146813,
Control,14,4,0.0923322306238185,,0.8880358285348688,,2.673910093063927,
Control,14,5,0.0197083800672969,,0.91869918699187,,1.6858157091530304,
Control,15,1,0.0215794306703397,,0.9042553191489362,,1.8838721364695483,
Control,15,2,0.0169529085872576,,0.8954248366013072,,1.4256051990169438,
Control,15,3,0.0263429752066115,,0.9215686274509804,,2.550821761262472,
Control,15,4,0.0590036651234567,,0.8774008990600736,,2.3310725901761327,
Control,15,5,0.0212411495210329,,0.9607843137254902,,0.0,
Control,16,1,0.0334882230411793,,0.8947368421052632,,2.2092656877781445,
Control,16,2,0.0183057694735513,,0.903448275862069,,2.0458416408851736,
Control,16,3,0.0224445646295294,,0.8674698795180723,,1.5227119556807576,
Control,16,4,0.1019834710743801,,0.8982982171799028,,2.9206526150180805,
Control,16,5,0.0260416666666666,,0.9333333333333332,,0.7219280948873623,
Control,17,1,0.0199286139202855,,0.8805970149253731,,1.640223928941852,
Control,17,2,0.0262984878369493,,0.925,,1.7436664314669332,
Control,17,3,0.0227694383538539,,0.925925925925926,,2.3395722619867225,
Control,17,4,0.0577833446922949,,0.8246732547019445,,2.2320487893422407,
Control,17,5,0.0312358533272974,,0.7971014492753623,,0.7219280948873623,
Control,18,1,0.0393565067509336,,0.8540145985401459,,2.3395722619867225,
Control,18,2,0.0250676915014411,,0.902439024390244,,2.40021632507558,
Control,18,3,0.0237889273356401,,0.8181818181818182,,1.836591668108979,
Control,18,4,0.0917570666597954,,0.8882336422353272,,2.7761364939384343,
Control,18,5,0.0217391304347826,,1.0,,0.0,
Control,19,1,0.0331677615766704,,0.9227053140096618,,2.407438058490154,
Control,19,2,0.0231866825208085,,0.9230769230769232,,1.3787834934861751,
Control,19,3,0.0344444444444444,,0.8548387096774194,,1.9698157824268103,
Control,19,4,0.1175635094554013,,0.9012771832930618,,2.8598189969274306,
Control,19,5,0.0330578512396694,,0.84375,,1.521928094887362,
Control,20,1,0.0203964378052283,,0.943661971830986,,0.7219280948873623,
Control,20,2,0.03125,,0.9183673469387756,,1.5465935642949382,
Control,20,3,0.0236734693877551,,0.8275862068965517,,0.9912642605354288,
Control,20,4,0.0338400666389004,,0.78,,2.013979505998214,
Control,20,5,0.018896447467876,,0.8933333333333333,,0.9182958340544896,
MCI,1,1,0.0125951557093425,,0.978021978021978,,0.9182958340544896,
MCI,1,2,0.018496,,0.9307958477508652,,2.395159031291227,
MCI,1,3,0.0263840830449826,,0.9016393442622952,,1.8062389286533893,
MCI,1,4,0.0179035282880406,,0.8334417696811971,,2.518200726690032,
MCI,1,5,0.0212308519215264,,0.8734177215189873,,0.7219280948873623,
MCI,2,1,0.0314842975206611,,0.9210415791684168,,2.89453009933284,
MCI,2,2,0.0125411259090191,,0.9070667957405616,,2.731627074349603,
MCI,2,3,0.0196921187667207,,0.9242761692650334,,2.2603615843939178,
MCI,2,4,0.0227478565390653,,0.8214996682149966,,2.0824391823104493,
MCI,2,5,0.0109526139485866,,0.8625429553264605,,1.5270487302416664,
MCI,3,1,0.0195133149678604,,0.8588235294117647,,1.8773883784383785,
MCI,3,2,0.0078078498652007,,0.7937219730941704,,0.7219280948873623,
MCI,3,3,0.0200525969756738,,0.8524590163934426,,1.6858157091530304,
MCI,3,4,0.0257318642906909,,0.7856815052776503,,2.0086804576688526,
MCI,3,5,0.0162880886426592,,0.9455782312925172,,1.7345216647797512,
MCI,4,1,0.0259313367421475,,0.8169014084507042,,1.70558726169826,
MCI,4,2,0.0097073071893017,,0.8595825426944972,,1.695943829190415,
MCI,4,3,0.0283553875236294,,0.9333333333333332,,1.521928094887362,
MCI,4,4,0.0237028279399706,,0.7522123893805309,,1.7406669550842977,
MCI,4,5,0.0142995973899763,,0.8640776699029126,,1.5120356601882756,
MCI,5,1,0.0112811437993927,,0.8110516934046346,,1.903367100297044,
MCI,5,2,0.0110350748718466,,0.8306636155606407,,2.146312553308736,
MCI,5,3,0.0288358846564613,,0.9012345679012346,,1.224394445405986,
MCI,5,4,0.0229802664867599,,0.8275229357798165,,2.209214423347613,
MCI,5,5,0.0229276895943562,,0.8901098901098901,,1.950212064914747,
MCI,6,1,0.01374683082909705,0.005637518219304824,0.8133775566611388,0.002032589973559971,1.8522093058146627,0.18855374061381994
MCI,6,2,0.010692149674375,0.00656783740277621,0.8638827933393571,0.030211997492287004,1.1234623831212895,0.8771009766091081
MCI,6,3,0.031456123695320845,0.01423599366034698,0.903490990990991,0.07755878433284887,2.5735525676429676,1.1910593375732164
MCI,6,4,0.0066394361673539504,0.0012398540667232806,0.823330766879154,0.025896317709076112,1.508056939208912,0.14950404766601158
MCI,6,5,0.0143830562143061,0.002035434067882168,0.8714941022280471,9.267454537178769e-05,1.373161270146674,0.21038806117946215
MCI,7,1,0.0062551048893208,,0.824793388429752,,1.9408869588750413,
MCI,7,2,0.0099378042184964,,0.8435374149659864,,1.500691470839726,
MCI,7,3,0.0127810650887573,,0.8796296296296297,,1.4717374334224662,
MCI,7,4,0.005479075730289,,0.8662952646239555,,1.8305456884012667,
MCI,7,5,0.0096785975164353,,0.8962264150943396,,2.072905595320056,
MCI,8,1,0.006339232599643,,0.8211143695014663,,1.807779014696114,
MCI,8,2,0.011993679977018,,0.9011976047904192,,2.439961290360937,
MCI,8,3,0.0174328512396694,,0.8814814814814815,,2.408321334025753,
MCI,8,4,0.0139216422735193,,0.7815126050420168,,2.16462094445238,
MCI,8,5,0.0123012118067214,,0.9007444168734492,,2.3528428947921403,
MCI,9,1,0.0116,,0.8017241379310345,,1.6695828820256364,
MCI,9,2,0.0095858839418094,,0.8713629402756509,,2.5814510048351527,
MCI,9,3,0.0123456790123456,,0.9173553719008264,,0.5916727785823275,
MCI,9,4,0.0109261186264308,,0.8244047619047619,,1.6951523144438323,
MCI,9,5,0.0085224489795918,,0.8773946360153256,,1.4447470033120826,
MCI,10,1,0.038520965421706,,0.8437067773167358,,2.2510679357603784,
MCI,10,2,0.0115353917244276,,0.8951201747997086,,2.818637901068601,
MCI,10,3,0.0160553633217993,,0.8793103448275862,,2.050084070858268,
MCI,10,4,0.0065573997042605,,0.8198103266596417,,1.822447679365433,
MCI,10,5,0.0229276895943562,,0.912087912087912,,1.3921472236645345,
MCI,11,1,0.0357908163265306,,0.9059158945117604,,2.678967844797961,
MCI,11,2,0.0109231833910034,,0.8246325392802838,,2.4636111798607168,
MCI,11,3,0.0220719117123531,,0.9193548387096774,,2.2430101595548555,
MCI,11,4,0.0051670732710177,,0.8753315649867374,,1.966168723587424,
MCI,11,5,0.010275824770146,,0.8596491228070176,,1.224394445405986,
MCI,12,1,0.0124995623402541,,0.8375350140056023,,1.4836591643979624,
MCI,12,2,0.0293222240025636,,0.9562841530054644,,2.4875067262792605,
MCI,12,3,0.0115941060509873,,0.8731988472622478,,1.574002792782204,
MCI,12,4,0.0073032055680815,,0.8456375838926175,,1.5099686126368168,
MCI,12,5,0.0311909262759924,,0.9090909090909092,,1.3787834934861751,
MCI,13,1,0.014479012345679,,0.9017735334242838,,2.247182534530196,
MCI,13,2,0.0113072803015274,,0.8557504873294347,,2.010495664720936,
MCI,13,3,0.0216083760302962,,0.8762886597938144,,1.224394445405986,
MCI,13,4,0.0152811523172353,,0.8277904328018223,,1.8827672755268965,
MCI,13,5,0.0376275510204081,,0.9322033898305084,,2.3515937233487554,
MCI,14,1,0.0268809073724007,,0.90014064697609,,2.3612989255427768,
MCI,14,2,0.0516987932795721,,0.9588755020080322,,3.846716558720961,
MCI,14,3,0.0225024187759433,,0.8585298196948682,,2.3732258337167567,
MCI,14,4,0.0092819349962207,,0.758957654723127,,1.6253818593649365,
MCI,14,5,0.024378698224852,,0.9223300970873788,,1.6858157091530304,
MCI,15,1,0.0291848308321438,,0.9021810971579644,,2.481555572066818,
MCI,15,2,0.0124620249240498,,0.8482587064676617,,1.9043077192676603,
MCI,15,3,0.0148652053413958,,0.8681732580037664,,2.295641362345838,
MCI,15,4,0.0291508981509211,,0.8064516129032258,,2.1180082857743043,
MCI,15,5,0.02955762745487,,0.9463087248322148,,2.675698135367987,
MCI,16,1,0.0338461538461538,,0.8951048951048951,,3.0332490174076763,
MCI,16,2,0.012736,,0.8894472361809045,,2.205109900073869,
MCI,16,3,0.0135591651626637,,0.7747440273037542,,1.6014788607224948,
MCI,16,4,0.0086458333333333,,0.8634538152610441,,1.859497876504207,
MCI,16,5,0.0350765306122448,,0.9454545454545454,,1.96981578242681,
MCI,17,1,0.0181060727447524,,0.8938053097345132,,1.0957952550009336,
MCI,17,2,0.0233808116097823,,0.8390804597701149,,0.5916727785823275,
MCI,17,3,0.0261426884803508,,0.8451612903225807,,1.4447470033120826,
MCI,17,4,0.00968809073724,,0.8414634146341463,,1.378601181668039,
MCI,17,5,0.0225694444444444,,0.9230769230769232,,0.0,
MCI,18,1,0.0220318580106939,,0.8805590851334181,,2.8494164416019045,
MCI,18,2,0.0229719338715878,,0.8891213389121339,,2.767985785368852,
MCI,18,3,0.0525817447292008,,0.9399759903961584,,3.0537772725315,
MCI,18,4,0.0390563649633687,,0.7997634535777647,,2.174672725727992,
MCI,18,5,0.0139792387543252,,0.8811881188118812,,0.9182958340544896,
MCI,19,1,0.0092102684695277,,0.9027355623100304,,1.758507987538282,
MCI,19,2,0.009111569817143,,0.7757437070938215,,2.138503348267362,
MCI,19,3,0.0132325141776937,,0.84,,1.3221793455166666,
MCI,19,4,0.031742891062242,,0.8448352626892253,,2.504127197179913,
MCI,19,5,0.0159554017685505,,0.8795180722891566,,1.7804463148460088,
MCI,20,1,0.0212308519215264,,0.8649789029535865,,2.88255612590358,
MCI,20,2,0.0096748706787316,,0.8613251155624037,,1.8832838447848503,
MCI,20,3,0.0178533921445074,,0.8588235294117647,,0.9182958340544896,
MCI,20,4,0.0094082160298764,,0.8435114503816794,,1.6741543565062698,
MCI,20,5,0.0240929705215419,,0.9176470588235294,,2.175735869100491,
