group,avg_score_q1,avg_score_q2,avg_score_q3,avg_score_q4,avg_score_q5,avg_proc_ms_q1,avg_proc_ms_q2,avg_proc_ms_q3,avg_proc_ms_q4,avg_proc_ms_q5
control,0.6592534404757334,0.6620962901007161,0.6427215656496348,0.6589424854781867,0.6336433233643759,54.849879996618256,61.7823850014247,47.858325006382074,79.23640999943018,31.3441949969274
mci,0.6473542326449095,0.6516500561166068,0.6389071193776813,0.6405489681089328,0.622903732563095,45.534761905271026,47.8017095274048,26.836371430406523,78.03810475992837,21.602333330693433
ad,0.6275236407478446,0.6341045387634964,0.6221925825506415,0.6186895536358689,0.6084274813691842,58.25884999794653,52.85848999628797,38.941950000298675,60.28875500196591,32.33463999349624
