group,avg_score_q1,avg_score_q2,avg_score_q3,avg_score_q4,avg_score_q5,avg_proc_ms_q1,avg_proc_ms_q2,avg_proc_ms_q3,avg_proc_ms_q4,avg_proc_ms_q5
control,0.9834789892770021,0.9897835025743422,0.9477716848579026,0.9830107507076342,0.9281224201434555,42.253089997393545,48.15093500073999,39.22011499671498,62.97270499926526,23.958214998128824
mci,0.9575908860468076,0.966797295283851,0.9390848630920638,0.942916689802886,0.9054565608292178,37.77264762348274,40.17496190083745,22.68920952060615,64.55565714194174,16.648776190344332
ad,0.914922424789407,0.9286949460984679,0.9037314393780326,0.8961161125451136,0.8753494290792178,47.68568000290543,43.17154500167817,31.285660002322402,47.505399998044595,25.88607499928912
