ADQ_ID,EventType,StartIndex,EndIndex,Duration_ms,Amplitude_deg,MaxVel,MeanVel,ROI,group,subject
m1q5,fixation,0,1,120.0,0.2561199359675064,,,INST_n2q5_1b,mci,mci_group_1
m1q5,fixation,5,6,122.0,1.5015055240657629,,,INST_n2q5_1b,mci,mci_group_1
m1q5,fixation,10,16,734.0,7.499526207034682,,,INST_n2q5_1c,mci,mci_group_1
m1q5,fixation,20,24,489.0,3.4306576806787326,,,BG_n2q5,mci,mci_group_1
m1q5,fixation,26,34,978.0,1.439933859731068,,,INST_n2q5_1b,mci,mci_group_1
m1q5,fixation,36,48,1466.0,18.220015135065054,,,INST_n2q5_1b,mci,mci_group_1
m1q5,fixation,50,53,366.0,4.596827411682972,,,BG_n2q5,mci,mci_group_1
m1q5,fixation,57,61,489.0,5.73895428314253,,,INST_n2q5_1b,mci,mci_group_1
m1q5,saccade,2,2,0.0,0.0,42.04234340161445,42.04234340161445,,mci,mci_group_1
m1q5,saccade,3,3,0.0,0.0,12.027975767800275,12.027975767800275,,mci,mci_group_1
m1q5,saccade,4,4,0.0,0.0,58.79593001335061,58.79593001335061,,mci,mci_group_1
m1q5,saccade,7,9,243.0,16.42345290302864,97.95431341598265,88.123599690337,,mci,mci_group_1
m1q5,saccade,17,17,0.0,0.0,64.35763418530706,64.35763418530706,,mci,mci_group_1
m1q5,saccade,18,18,0.0,0.0,31.688076307064524,31.688076307064524,,mci,mci_group_1
m1q5,saccade,19,19,0.0,0.0,45.74834840199534,45.74834840199534,,mci,mci_group_1
m1q5,saccade,25,25,0.0,0.0,86.69990694677475,86.69990694677475,,mci,mci_group_1
m1q5,saccade,35,35,0.0,0.0,97.2853997261718,97.2853997261718,,mci,mci_group_1
m1q5,saccade,49,49,0.0,0.0,77.0832177653402,77.0832177653402,,mci,mci_group_1
m1q5,saccade,54,54,0.0,0.0,69.6493084496848,69.6493084496848,,mci,mci_group_1
