eye_coeff_mean,eye_coeff_std,eye_coeff_min,eye_coeff_max,task_count,missing_count,flag_missing_task,eye_coeff_q1,eye_coeff_q2,eye_coeff_q3,eye_coeff_q4,eye_coeff_q5,Q1_subscore,Q2_subscore,Q3_subscore,Q4_subscore,Q5_subscore
0.47620967240531664,1.9609374342459025,-0.6087472178573564,0.8205419532930064,0.0,0.0,0.0,0.8507955881896935,1.9038414955207954,0.538497989983848,-0.8616574762860252,0.3566366561457006,5.0,4.0,9.0,2.0,2.0
-1.0821910772046772,1.6664581163242969,-1.712097879453442,-0.1880489709068691,0.0,0.0,0.0,-0.6223966079818404,-1.3721717894911136,0.7616548762206431,-1.4957384321102718,-1.2013948203369709,6.0,7.0,9.0,4.0,0.0
-1.9290157657613376,-0.899911842567433,-1.4380558217296555,-1.9882252086511927,0.0,0.0,0.0,-1.9181634848325166,-1.918510750509012,-1.7783070394163472,-1.3160622915639282,-1.2326329495890835,1.0,7.0,6.0,2.0,1.0
-0.8075716137737623,-1.545857978211925,-0.2327884173420069,-1.1905862630903459,0.0,0.0,0.0,-0.7475082963995275,-1.0071660190675162,-0.637074913585287,-0.25858128451799617,-1.0545155916043538,5.0,6.0,9.0,2.0,2.0
0.13180445771232374,-1.2192195918432092,0.5592607925017545,-0.3577855806063905,0.0,0.0,0.0,-0.3942373183054451,-0.28285493424059677,0.524840092113906,0.19961719264060315,0.755611968168637,4.0,7.0,9.0,2.0,3.0
-0.9808795243383982,0.41544561174540373,-1.1597803635496133,-0.6151608702214173,0.0,0.0,0.0,-1.2008228265335075,-0.81059511675468,0.1657527169596035,-1.1783288989559069,-0.48105671817085105,2.0,5.0,6.0,2.0,1.0
1.381437837689018,-0.9268838174499515,1.4818632188519012,0.7421975679386846,0.0,0.0,0.0,0.30969613360617887,1.3349537115455392,1.288697933979695,1.0853747477715854,2.240312030362744,6.0,7.0,9.0,5.0,2.0
-1.0206787891121143,-0.7943914370941647,-0.7177312171261677,-1.2007346915986439,0.0,0.0,0.0,-1.3685653362330583,-0.5472154273141251,-0.6512338973806491,-0.78956169175645,-0.7528935800858357,4.0,6.0,9.0,2.0,1.0
-0.7407214830908765,1.2593993313539378,-1.181294665870148,-0.4351268348362402,0.0,0.0,0.0,0.1876773414024362,-1.0099300790888939,0.41693436420164554,-1.1906928824600835,-1.2342722829361632,4.0,7.0,6.0,1.0,0.0
-0.20915505632715925,2.2295004304732395,-1.060745901984731,0.42150330617485715,0.0,0.0,0.0,1.0158714019727386,-0.11342781126946573,0.7449043793724532,-1.1214151105889691,-1.0317459900068606,5.0,7.0,9.0,4.0,0.0
-0.35825343756412764,-0.6524016856570888,-0.04899108547164204,-0.49507389801907836,0.0,0.0,0.0,-0.8583254584021438,-0.816383752660869,-0.09666800874020409,0.2609355699123383,-0.1727082200680683,5.0,7.0,9.0,2.0,3.0
1.426179552857838,1.8796021746673952,1.2455821824749052,2.0818677996411665,0.0,0.0,0.0,1.3177541565606197,0.2929900289018924,0.9929625559278349,1.9780459640857304,0.6625294131513548,6.0,7.0,9.0,4.0,3.0
