ADQ_ID,ROI,FixTime,EnterCount,RegressionCount,Group
n14q1,BG_n2q1,0.244,2,1,control
n14q1,KW_n2q1_2,1.835,1,0,control
n14q1,KW_n2q1_3,2.57,1,0,control
n14q2,KW_n2q2_3,1.223,1,0,control
n14q2,KW_n2q2_2,1.711,1,0,control
n14q2,INST_n2q2_1,1.957,1,0,control
n14q2,BG_n2q2,0.244,1,0,control
n14q2,KW_n2q2_4,1.467,1,0,control
n14q2,KW_n2q2_1,2.6899999999999995,1,0,control
n14q3,KW_n2q3_1,2.078,4,3,control
n14q3,INST_n2q3_2,2.1989999999999994,3,2,control
n14q3,INST_n2q3_1,2.324,1,0,control
n14q3,BG_n2q3,1.9560000000000008,7,6,control
n14q3,KW_n2q3_2,2.078,4,3,control
n14q3,KW_n2q3_3,1.1,3,2,control
n14q4,INST_n2q4_2b,0.367,1,0,control
n14q4,KW_n2q4_1,17.603999999999985,2,1,control
n14q4,INST_n2q4_1,0.61,1,0,control
n14q4,BG_n2q4,1.467,3,2,control
n14q4,INST_n2q4_2a,2.1939999999999995,2,1,control
n14q5,BG_n2q5,1.101,7,6,control
n14q5,INST_n2q5_1a,2.5669999999999997,2,1,control
n14q5,INST_n2q5_1c,3.054999999999999,1,0,control
n14q5,INST_n2q5_1b,3.176999999999999,6,5,control
n15q1,KW_n2q1_4,6.112999999999999,2,1,control
n15q1,INST_n2q1_1,1.957,1,0,control
n15q1,KW_n2q1_1,2.6899999999999995,1,0,control
n15q1,BG_n2q1,1.221,3,2,control
n15q1,KW_n2q1_2,2.568,1,0,control
n15q1,KW_n2q1_3,1.834,2,1,control
n15q2,KW_n2q2_3,2.810999999999999,1,0,control
n15q2,KW_n2q2_2,1.955,1,0,control
n15q2,INST_n2q2_1,1.345,1,0,control
n15q2,BG_n2q2,0.368,2,1,control
n15q2,KW_n2q2_4,2.1999999999999997,1,0,control
n15q2,KW_n2q2_1,2.81,3,2,control
n15q3,KW_n2q3_1,2.201,3,2,control
n15q3,INST_n2q3_2,1.954,4,3,control
n15q3,INST_n2q3_1,1.101,1,0,control
n15q3,BG_n2q3,1.3450000000000002,5,4,control
n15q3,KW_n2q3_2,1.954,3,2,control
n15q3,KW_n2q3_3,2.201,3,2,control
n15q4,INST_n2q4_2b,0.98,2,1,control
n15q4,KW_n2q4_1,29.698000000000004,3,2,control
n15q4,INST_n2q4_1,0.979,2,1,control
n15q4,BG_n2q4,0.856,2,1,control
n15q4,INST_n2q4_2a,2.4449999999999994,1,0,control
n15q5,BG_n2q5,2.931,7,6,control
n15q5,INST_n2q5_1a,0.978,2,1,control
n15q5,INST_n2q5_1c,1.3449999999999998,3,2,control
n15q5,INST_n2q5_1b,1.59,3,2,control
n16q1,KW_n2q1_4,2.810999999999999,1,0,control
n16q1,INST_n2q1_1,1.103,1,0,control
n16q1,KW_n2q1_1,1.345,1,0,control
n16q1,BG_n2q1,0.978,2,1,control
n16q1,KW_n2q1_2,2.1990000000000003,1,0,control
n16q1,KW_n2q1_3,1.2240000000000002,2,1,control
n16q2,KW_n2q2_3,2.6899999999999995,3,2,control
n16q2,KW_n2q2_2,1.956,1,0,control
n16q2,INST_n2q2_1,1.467,1,0,control
n16q2,BG_n2q2,0.366,2,1,control
n16q2,KW_n2q2_4,1.956,1,0,control
n16q2,KW_n2q2_1,2.3229999999999995,1,0,control
n16q3,KW_n2q3_1,1.344,3,2,control
n16q3,INST_n2q3_2,2.689999999999998,2,1,control
n16q3,INST_n2q3_1,1.589,1,0,control
n16q3,BG_n2q3,1.4670000000000003,6,5,control
n16q3,KW_n2q3_2,1.099,2,1,control
n16q3,KW_n2q3_3,1.833,4,3,control
n16q4,INST_n2q4_2b,1.467,2,1,control
n16q4,KW_n2q4_1,22.00099999999999,4,3,control
n16q4,INST_n2q4_1,0.366,1,0,control
n16q4,BG_n2q4,0.733,4,3,control
n16q4,INST_n2q4_2a,1.955,1,0,control
n16q5,BG_n2q5,2.567,5,4,control
n16q5,INST_n2q5_1a,1.222,2,1,control
n16q5,INST_n2q5_1c,1.222,3,2,control
n16q5,INST_n2q5_1b,1.1,1,0,control
n17q1,KW_n2q1_4,1.7099999999999995,2,1,control
n17q1,INST_n2q1_1,1.4690000000000003,1,0,control
n17q1,KW_n2q1_1,2.9339999999999997,1,0,control
n17q1,BG_n2q1,0.729,4,3,control
n17q1,KW_n2q1_2,1.96,3,2,control
n17q1,KW_n2q1_3,1.3449999999999998,1,0,control
n17q2,KW_n2q2_3,1.711,2,1,control
n17q2,KW_n2q2_2,1.222,1,0,control
n17q2,INST_n2q2_1,0.856,1,0,control
n17q2,BG_n2q2,0.244,1,0,control
n17q2,KW_n2q2_4,2.568,1,0,control
n17q2,KW_n2q2_1,2.688999999999999,1,0,control
n17q3,KW_n2q3_1,1.467,2,1,control
n17q3,INST_n2q3_2,1.711,3,2,control
n17q3,INST_n2q3_1,1.5889999999999995,1,0,control
n17q3,BG_n2q3,1.834,5,4,control
n17q3,KW_n2q3_2,2.078,3,2,control
n17q3,KW_n2q3_3,1.222,4,3,control
n17q4,INST_n2q4_2b,1.222,1,0,control
n17q4,KW_n2q4_1,24.198999999999995,4,3,control
n17q4,INST_n2q4_1,0.245,1,0,control
n17q4,BG_n2q4,0.368,3,2,control
n17q4,INST_n2q4_2a,2.1999999999999997,1,0,control
n17q5,BG_n2q5,0.979,4,3,control
n17q5,INST_n2q5_1a,0.733,1,0,control
n17q5,INST_n2q5_1c,2.81,3,2,control
n17q5,INST_n2q5_1b,1.589,2,1,control
n18q1,KW_n2q1_4,1.1,1,0,control
n18q1,INST_n2q1_1,0.613,1,0,control
n18q1,KW_n2q1_1,1.4679999999999995,1,0,control
n18q1,BG_n2q1,0.244,2,1,control
n18q1,KW_n2q1_2,2.5660000000000003,2,1,control
n18q1,KW_n2q1_3,1.468,1,0,control
n18q2,KW_n2q2_3,0.855,1,0,control
n18q2,KW_n2q2_2,1.956,1,0,control
n18q2,INST_n2q2_1,1.7120000000000002,1,0,control
n18q2,BG_n2q2,0.489,1,0,control
n18q2,KW_n2q2_4,3.666999999999999,1,0,control
n18q2,KW_n2q2_1,4.278999999999999,1,0,control
n18q3,KW_n2q3_1,0.854,3,2,control
n18q3,INST_n2q3_2,2.2,1,0,control
n18q3,INST_n2q3_1,1.344,2,1,control
n18q3,BG_n2q3,1.7129999999999996,7,6,control
n18q3,KW_n2q3_2,0.978,2,1,control
n18q3,KW_n2q3_3,1.1,4,3,control
n18q4,INST_n2q4_2b,1.101,1,0,control
n18q4,KW_n2q4_1,21.022999999999996,5,4,control
n18q4,INST_n2q4_1,0.123,1,0,control
n18q4,BG_n2q4,0.855,5,4,control
n18q4,INST_n2q4_2a,0.736,1,0,control
n18q5,BG_n2q5,1.955,5,4,control
n18q5,INST_n2q5_1a,1.1,2,1,control
n18q5,INST_n2q5_1c,1.465,1,0,control
n18q5,INST_n2q5_1b,1.468,4,3,control
n19q1,KW_n2q1_4,1.589,1,0,control
n19q1,INST_n2q1_1,1.2239999999999998,1,0,control
n19q1,KW_n2q1_1,2.4569999999999994,1,0,control
n19q1,BG_n2q1,0.244,1,0,control
n19q1,KW_n2q1_2,2.324,1,0,control
n19q1,KW_n2q1_3,1.7119999999999995,1,0,control
n19q2,KW_n2q2_3,1.221,2,1,control
n19q2,KW_n2q2_2,1.101,1,0,control
n19q2,INST_n2q2_1,1.223,1,0,control
n19q2,BG_n2q2,0.368,3,2,control
n19q2,KW_n2q2_4,1.345,1,0,control
n19q2,KW_n2q2_1,1.8319999999999996,1,0,control
n19q3,KW_n2q3_1,1.343,2,1,control
n19q3,INST_n2q3_2,0.978,2,1,control
n19q3,INST_n2q3_1,1.222,1,0,control
n19q3,BG_n2q3,1.1,4,3,control
n19q3,KW_n2q3_2,0.978,2,1,control
n19q3,KW_n2q3_3,1.8340000000000003,3,2,control
n19q4,INST_n2q4_2b,1.099,3,2,control
n19q4,KW_n2q4_1,23.466,2,1,control
n19q4,INST_n2q4_1,0.0,0,0,control
n19q4,BG_n2q4,0.367,2,1,control
n19q4,INST_n2q4_2a,1.3469999999999998,1,0,control
n19q5,BG_n2q5,0.488,2,1,control
n19q5,INST_n2q5_1a,1.955,2,1,control
n19q5,INST_n2q5_1c,1.833,1,0,control
n19q5,INST_n2q5_1b,1.346,2,1,control
n2q1,KW_n2q1_4,4.768,1,0,control
n2q1,INST_n2q1_1,2.081,1,0,control
n2q1,KW_n2q1_1,3.546,2,1,control
n2q1,BG_n2q1,0.0,0,0,control
n2q1,KW_n2q1_2,1.223,2,1,control
n2q1,KW_n2q1_3,1.223,1,0,control
n2q2,KW_n2q2_3,2.4439999999999995,3,2,control
n2q2,KW_n2q2_2,1.5890000000000002,1,0,control
n2q2,INST_n2q2_1,1.9559999999999995,1,0,control
n2q2,BG_n2q2,0.489,3,2,control
n2q2,KW_n2q2_4,2.4449999999999994,4,3,control
n2q2,KW_n2q2_1,4.155999999999999,2,1,control
n2q3,KW_n2q3_1,2.321,4,3,control
n2q3,INST_n2q3_2,5.745999999999999,4,3,control
n2q3,INST_n2q3_1,0.246,1,0,control
n2q3,BG_n2q3,2.8089999999999997,7,6,control
n2q3,KW_n2q3_2,1.4680000000000002,2,1,control
n2q3,KW_n2q3_3,2.08,3,2,control
n2q4,INST_n2q4_2b,1.4659999999999995,3,2,control
n2q4,KW_n2q4_1,22.613999999999997,3,2,control
n2q4,INST_n2q4_1,0.245,1,0,control
n2q4,BG_n2q4,1.343,7,6,control
n2q4,INST_n2q4_2a,3.055999999999999,2,1,control
n2q5,BG_n2q5,1.3469999999999998,4,3,control
n2q5,INST_n2q5_1a,0.245,1,0,control
n2q5,INST_n2q5_1c,3.788999999999999,2,1,control
n2q5,INST_n2q5_1b,12.835999999999988,4,3,control
n20q1,KW_n2q1_4,0.978,2,1,control
n20q1,INST_n2q1_1,1.101,1,0,control
n20q1,KW_n2q1_1,2.446,4,3,control
n20q1,BG_n2q1,0.368,2,1,control
n20q1,KW_n2q1_2,1.713,3,2,control
n20q1,KW_n2q1_3,0.977,2,1,control
n20q2,KW_n2q2_3,0.856,1,0,control
n20q2,KW_n2q2_2,1.345,1,0,control
n20q2,INST_n2q2_1,1.1,1,0,control
n20q2,BG_n2q2,0.244,1,0,control
n20q2,KW_n2q2_4,1.222,1,0,control
n20q2,KW_n2q2_1,2.0779999999999994,1,0,control
n20q3,KW_n2q3_1,1.1,3,2,control
n20q3,INST_n2q3_2,1.957,1,0,control
n20q3,INST_n2q3_1,0.855,1,0,control
n20q3,BG_n2q3,1.3449999999999998,6,5,control
n20q3,KW_n2q3_2,1.099,2,1,control
n20q3,KW_n2q3_3,1.957,5,4,control
n20q4,INST_n2q4_2b,0.732,1,0,control
n20q4,KW_n2q4_1,21.266999999999992,2,1,control
n20q4,INST_n2q4_1,0.856,1,0,control
n20q4,BG_n2q4,0.0,0,0,control
n20q4,INST_n2q4_2a,1.588,2,1,control
n20q5,BG_n2q5,3.0539999999999985,6,5,control
n20q5,INST_n2q5_1a,0.734,3,2,control
n20q5,INST_n2q5_1c,1.345,1,0,control
n20q5,INST_n2q5_1b,2.689000000000001,3,2,control
n3q1,KW_n2q1_4,7.457999999999999,2,1,control
n3q1,INST_n2q1_1,0.735,1,0,control
n3q1,KW_n2q1_1,4.033999999999999,2,1,control
n3q1,BG_n2q1,0.611,3,2,control
n3q1,KW_n2q1_2,2.08,3,2,control
n3q1,KW_n2q1_3,2.201,2,1,control
n3q2,KW_n2q2_3,2.4449999999999994,1,0,control
n3q2,KW_n2q2_2,2.810999999999999,1,0,control
n3q2,INST_n2q2_1,0.733,1,0,control
n3q2,BG_n2q2,0.122,1,0,control
n3q2,KW_n2q2_4,2.688999999999999,1,0,control
n3q2,KW_n2q2_1,2.810999999999999,1,0,control
n3q3,KW_n2q3_1,0.733,2,1,control
n3q3,INST_n2q3_2,3.422999999999999,1,0,control
n3q3,INST_n2q3_1,0.0,0,0,control
n3q3,BG_n2q3,4.033999999999999,5,4,control
n3q3,KW_n2q3_2,1.834,3,2,control
n3q3,KW_n2q3_3,1.465,2,1,control
n3q4,INST_n2q4_2b,3.666999999999999,1,0,control
n3q4,KW_n2q4_1,20.04599999999999,2,1,control
n3q4,INST_n2q4_1,0.0,0,0,control
n3q4,BG_n2q4,0.856,4,3,control
n3q4,INST_n2q4_2a,2.5669999999999997,2,1,control
n3q5,BG_n2q5,2.326,4,3,control
n3q5,INST_n2q5_1a,0.366,1,0,control
n3q5,INST_n2q5_1c,3.477999999999999,3,2,control
n3q5,INST_n2q5_1b,4.816,5,4,control
n4q1,KW_n2q1_4,1.4669999999999996,2,1,control
n4q1,INST_n2q1_1,0.0,0,0,control
n4q1,KW_n2q1_1,4.648,2,1,control
n4q1,BG_n2q1,1.589,5,4,control
n4q1,KW_n2q1_2,0.734,1,0,control
n4q1,KW_n2q1_3,1.2239999999999998,1,0,control
n4q2,KW_n2q2_3,2.3219999999999987,1,0,control
n4q2,KW_n2q2_2,1.1,2,1,control
n4q2,INST_n2q2_1,0.978,2,1,control
n4q2,BG_n2q2,0.612,3,2,control
n4q2,KW_n2q2_4,2.4450000000000003,2,1,control
n4q2,KW_n2q2_1,2.568,1,0,control
n4q3,KW_n2q3_1,2.688999999999999,2,1,control
n4q3,INST_n2q3_2,3.177999999999999,2,1,control
n4q3,INST_n2q3_1,2.568,1,0,control
n4q3,BG_n2q3,0.612,3,2,control
n4q3,KW_n2q3_2,1.223,2,1,control
n4q3,KW_n2q3_3,3.422,4,3,control
n4q4,INST_n2q4_2b,3.667999999999999,4,3,control
n4q4,KW_n2q4_1,26.402,7,6,control
n4q4,INST_n2q4_1,1.3450000000000002,4,3,control
n4q4,BG_n2q4,1.099,5,4,control
n4q4,INST_n2q4_2a,4.767999999999999,2,1,control
n4q5,BG_n2q5,1.4659999999999995,6,5,control
n4q5,INST_n2q5_1a,1.59,2,1,control
n4q5,INST_n2q5_1c,2.810999999999999,2,1,control
n4q5,INST_n2q5_1b,1.5899999999999996,2,1,control
n5q1,KW_n2q1_4,2.6899999999999995,2,1,control
n5q1,INST_n2q1_1,1.101,1,0,control
n5q1,KW_n2q1_1,4.523999999999999,1,0,control
n5q1,BG_n2q1,0.122,1,0,control
n5q1,KW_n2q1_2,1.346,1,0,control
n5q1,KW_n2q1_3,2.079,1,0,control
n5q2,KW_n2q2_3,4.399999999999999,2,1,control
n5q2,KW_n2q2_2,1.834,2,1,control
n5q2,INST_n2q2_1,1.468,2,1,control
n5q2,BG_n2q2,0.488,3,2,control
n5q2,KW_n2q2_4,3.546,1,0,control
n5q2,KW_n2q2_1,3.177999999999999,1,0,control
n5q3,KW_n2q3_1,1.956,3,2,control
n5q3,INST_n2q3_2,3.911999999999999,2,1,control
n5q3,INST_n2q3_1,2.5669999999999997,2,1,control
n5q3,BG_n2q3,1.222,5,4,control
n5q3,KW_n2q3_2,1.1,2,1,control
n5q3,KW_n2q3_3,2.3229999999999995,3,2,control
n5q4,INST_n2q4_2b,2.688999999999999,1,0,control
n5q4,KW_n2q4_1,13.32299999999999,4,3,control
n5q4,INST_n2q4_1,0.489,2,1,control
n5q4,BG_n2q4,0.612,2,1,control
n5q4,INST_n2q4_2a,3.422999999999999,1,0,control
n5q5,BG_n2q5,3.302999999999999,5,4,control
n5q5,INST_n2q5_1a,0.733,2,1,control
n5q5,INST_n2q5_1c,2.688999999999999,2,1,control
n5q5,INST_n2q5_1b,2.076999999999999,4,3,control
n6q1,KW_n2q1_4,2.8119999999999994,3,2,control
n6q1,INST_n2q1_1,0.734,1,0,control
n6q1,KW_n2q1_1,2.690999999999999,3,2,control
n6q1,BG_n2q1,1.222,4,3,control
n6q1,KW_n2q1_2,0.979,1,0,control
n6q1,KW_n2q1_3,1.101,1,0,control
n6q2,KW_n2q2_3,7.700999999999999,4,3,control
n6q2,KW_n2q2_2,8.798999999999998,2,1,control
n6q2,INST_n2q2_1,0.977,1,0,control
n6q2,BG_n2q2,0.367,3,2,control
n6q2,KW_n2q2_4,2.687999999999999,2,1,control
n6q2,KW_n2q2_1,5.990999999999999,1,0,control
n6q3,KW_n2q3_1,1.101,4,3,control
n6q3,INST_n2q3_2,4.277999999999999,3,2,control
n6q3,INST_n2q3_1,3.666999999999999,3,2,control
n6q3,BG_n2q3,0.734,4,3,control
n6q3,KW_n2q3_2,1.711,3,2,control
n6q3,KW_n2q3_3,1.4669999999999996,3,2,control
n6q4,INST_n2q4_2b,1.956,2,1,control
n6q4,KW_n2q4_1,15.278999999999986,6,5,control
n6q4,INST_n2q4_1,0.978,2,1,control
n6q4,BG_n2q4,1.468,4,3,control
n6q4,INST_n2q4_2a,5.255999999999999,4,3,control
n6q5,BG_n2q5,3.913,7,6,control
n6q5,INST_n2q5_1a,1.833,3,2,control
n6q5,INST_n2q5_1c,1.7119999999999995,2,1,control
n6q5,INST_n2q5_1b,0.244,2,1,control
n7q1,KW_n2q1_4,2.323,4,3,control
n7q1,INST_n2q1_1,0.373,1,0,control
n7q1,KW_n2q1_1,7.093,1,0,control
n7q1,BG_n2q1,1.5909999999999995,6,5,control
n7q1,KW_n2q1_2,0.611,1,0,control
n7q1,KW_n2q1_3,1.223,2,1,control
n7q2,KW_n2q2_3,2.809999999999999,2,1,control
n7q2,KW_n2q2_2,3.911999999999999,1,0,control
n7q2,INST_n2q2_1,1.222,1,0,control
n7q2,BG_n2q2,1.347,7,6,control
n7q2,KW_n2q2_4,3.666,5,4,control
n7q2,KW_n2q2_1,5.377999999999998,2,1,control
n7q3,KW_n2q3_1,0.733,2,1,control
n7q3,INST_n2q3_2,3.4209999999999985,3,2,control
n7q3,INST_n2q3_1,1.833,1,0,control
n7q3,BG_n2q3,0.978,4,3,control
n7q3,KW_n2q3_2,1.346,3,2,control
n7q3,KW_n2q3_3,2.810999999999999,4,3,control
n7q4,INST_n2q4_2b,2.0779999999999994,4,3,control
n7q4,KW_n2q4_1,30.315,4,3,control
n7q4,INST_n2q4_1,0.245,1,0,control
n7q4,BG_n2q4,2.0779999999999994,8,7,control
n7q4,INST_n2q4_2a,2.810999999999999,4,3,control
n7q5,BG_n2q5,1.467,2,1,control
n7q5,INST_n2q5_1a,0.244,1,0,control
n7q5,INST_n2q5_1c,3.054999999999999,1,0,control
n7q5,INST_n2q5_1b,2.568,3,2,control
n8q1,KW_n2q1_4,3.299999999999999,2,1,control
n8q1,INST_n2q1_1,0.369,1,0,control
n8q1,KW_n2q1_1,1.1,3,2,control
n8q1,BG_n2q1,0.856,4,3,control
n8q1,KW_n2q1_2,1.101,2,1,control
n8q1,KW_n2q1_3,4.525,1,0,control
n8q2,KW_n2q2_3,0.856,1,0,control
n8q2,KW_n2q2_2,1.7119999999999995,1,0,control
n8q2,INST_n2q2_1,2.8109999999999995,2,1,control
n8q2,BG_n2q2,2.568,6,5,control
n8q2,KW_n2q2_4,1.222,1,0,control
n8q2,KW_n2q2_1,1.589,3,2,control
n8q3,KW_n2q3_1,1.343,3,2,control
n8q3,INST_n2q3_2,3.422999999999999,2,1,control
n8q3,INST_n2q3_1,1.7109999999999994,1,0,control
n8q3,BG_n2q3,1.9559999999999984,8,7,control
n8q3,KW_n2q3_2,1.223,2,1,control
n8q3,KW_n2q3_3,1.5890000000000006,3,2,control
n8q4,INST_n2q4_2b,3.789999999999999,2,1,control
n8q4,KW_n2q4_1,15.891999999999983,3,2,control
n8q4,INST_n2q4_1,0.611,2,1,control
n8q4,BG_n2q4,1.467,4,3,control
n8q4,INST_n2q4_2a,3.056,3,2,control
n8q5,BG_n2q5,3.786999999999999,14,13,control
n8q5,INST_n2q5_1a,1.955,2,1,control
n8q5,INST_n2q5_1c,3.056999999999999,7,6,control
n8q5,INST_n2q5_1b,2.935,5,4,control
n9q1,KW_n2q1_4,3.18,3,2,control
n9q1,INST_n2q1_1,0.245,1,0,control
n9q1,KW_n2q1_1,0.979,3,2,control
n9q1,BG_n2q1,5.499999999999999,8,7,control
n9q1,KW_n2q1_2,2.446999999999999,1,0,control
n9q1,KW_n2q1_3,1.7119999999999995,3,2,control
n9q2,KW_n2q2_3,1.223,3,2,control
n9q2,KW_n2q2_2,3.055999999999999,1,0,control
n9q2,INST_n2q2_1,1.834,1,0,control
n9q2,BG_n2q2,2.4449999999999994,6,5,control
n9q2,KW_n2q2_4,1.588,1,0,control
n9q2,KW_n2q2_1,3.177999999999999,2,1,control
n9q3,KW_n2q3_1,1.1,2,1,control
n9q3,INST_n2q3_2,6.234000000000001,2,1,control
n9q3,INST_n2q3_1,4.034999999999999,1,0,control
n9q3,BG_n2q3,0.856,4,3,control
n9q3,KW_n2q3_2,1.3450000000000015,2,1,control
n9q3,KW_n2q3_3,2.200999999999998,2,1,control
n9q4,INST_n2q4_2b,2.2,5,4,control
n9q4,KW_n2q4_1,19.802999999999997,3,2,control
n9q4,INST_n2q4_1,2.443999999999999,1,0,control
n9q4,BG_n2q4,2.320999999999996,7,6,control
n9q4,INST_n2q4_2a,5.501,2,1,control
n9q5,BG_n2q5,3.421,6,5,control
n9q5,INST_n2q5_1a,2.688999999999999,3,2,control
n9q5,INST_n2q5_1c,1.3449999999999998,3,2,control
n9q5,INST_n2q5_1b,1.835,2,1,control
m1q1,KW_n2q1_4,1.833,3,2,mci
m1q1,INST_n2q1_1,2.914,5,4,mci
m1q1,KW_n2q1_1,1.71,4,3,mci
m1q1,BG_n2q1,1.4250000000000005,8,7,mci
m1q1,KW_n2q1_2,2.446,5,4,mci
m1q1,KW_n2q1_3,1.3449999999999998,4,3,mci
m1q2,KW_n2q2_3,4.154999999999998,8,7,mci
m1q2,KW_n2q2_2,1.8329999999999995,1,0,mci
m1q2,INST_n2q2_1,0.611,2,1,mci
m1q2,BG_n2q2,1.9559999999999984,8,7,mci
m1q2,KW_n2q2_4,2.077,4,3,mci
m1q2,KW_n2q2_1,4.890999999999999,3,2,mci
m1q3,KW_n2q3_1,0.489,1,0,mci
m1q3,INST_n2q3_2,3.301,4,3,mci
m1q3,INST_n2q3_1,1.468,2,1,mci
m1q3,BG_n2q3,2.5649999999999995,7,6,mci
m1q3,KW_n2q3_2,0.368,3,2,mci
m1q3,KW_n2q3_3,0.0,0,0,mci
m1q4,INST_n2q4_2b,3.302,5,4,mci
m1q4,KW_n2q4_1,22.49299999999999,13,12,mci
m1q4,INST_n2q4_1,2.199,5,4,mci
m1q4,BG_n2q4,3.7879999999999994,14,13,mci
m1q4,INST_n2q4_2a,5.501000000000001,10,9,mci
m1q5,BG_n2q5,4.033,10,9,mci
m1q5,INST_n2q5_1a,1.712,4,3,mci
m1q5,INST_n2q5_1c,0.365,1,0,mci
m1q5,INST_n2q5_1b,1.835,5,4,mci
m10q1,KW_n2q1_4,5.622000000000001,3,2,mci
m10q1,INST_n2q1_1,0.619,1,0,mci
m10q1,KW_n2q1_1,17.60999999999999,6,5,mci
m10q1,BG_n2q1,1.956,7,6,mci
m10q1,KW_n2q1_2,5.866999999999999,5,4,mci
m10q1,KW_n2q1_3,3.055999999999999,1,0,mci
m10q2,KW_n2q2_3,14.542999999999992,11,10,mci
m10q2,KW_n2q2_2,5.621999999999998,6,5,mci
m10q2,INST_n2q2_1,5.499999999999999,3,2,mci
m10q2,BG_n2q2,3.3009999999999997,18,17,mci
m10q2,KW_n2q2_4,5.134999999999995,8,7,mci
m10q2,KW_n2q2_1,10.268999999999991,12,11,mci
m10q3,KW_n2q3_1,3.6679999999999993,5,4,mci
m10q3,INST_n2q3_2,5.011,2,1,mci
m10q3,INST_n2q3_1,3.5439999999999987,3,2,mci
m10q3,BG_n2q3,3.058,9,8,mci
m10q3,KW_n2q3_2,2.442,4,3,mci
m10q3,KW_n2q3_3,3.668,6,5,mci
m10q4,INST_n2q4_2b,10.145999999999995,11,10,mci
m10q4,KW_n2q4_1,32.639,20,19,mci
m10q4,INST_n2q4_1,5.866999999999998,15,14,mci
m10q4,BG_n2q4,11.001999999999995,28,27,mci
m10q4,INST_n2q4_2a,13.568999999999988,18,17,mci
m10q5,BG_n2q5,4.521999999999999,9,8,mci
m10q5,INST_n2q5_1a,0.367,1,0,mci
m10q5,INST_n2q5_1c,2.078999999999999,6,5,mci
m10q5,INST_n2q5_1b,1.7110000000000007,4,3,mci
m11q1,KW_n2q1_4,4.034999999999999,2,1,mci
m11q1,INST_n2q1_1,0.373,2,1,mci
m11q1,KW_n2q1_1,17.116999999999987,8,7,mci
m11q1,BG_n2q1,3.916,11,10,mci
m11q1,KW_n2q1_2,5.376999999999999,6,5,mci
m11q1,KW_n2q1_3,4.521999999999999,1,0,mci
m11q2,KW_n2q2_3,20.53799999999999,8,7,mci
m11q2,KW_n2q2_2,13.687999999999988,10,9,mci
m11q2,INST_n2q2_1,2.5669999999999997,4,3,mci
m11q2,BG_n2q2,2.326,13,12,mci
m11q2,KW_n2q2_4,2.201,2,1,mci
m11q2,KW_n2q2_1,11.48799999999999,7,6,mci
m11q3,KW_n2q3_1,2.078,2,1,mci
m11q3,INST_n2q3_2,3.3009999999999997,2,1,mci
m11q3,INST_n2q3_1,2.0779999999999994,1,0,mci
m11q3,BG_n2q3,2.321,5,4,mci
m11q3,KW_n2q3_2,1.222,2,1,mci
m11q3,KW_n2q3_3,1.8359999999999996,2,1,mci
m11q4,INST_n2q4_2b,14.667999999999983,15,14,mci
m11q4,KW_n2q4_1,11.122999999999996,12,11,mci
m11q4,INST_n2q4_1,3.544,10,9,mci
m11q4,BG_n2q4,9.779999999999994,25,24,mci
m11q4,INST_n2q4_2a,10.878999999999994,10,9,mci
m11q5,BG_n2q5,7.823999999999998,13,12,mci
m11q5,INST_n2q5_1a,3.054999999999999,7,6,mci
m11q5,INST_n2q5_1c,3.3,5,4,mci
m11q5,INST_n2q5_1b,2.566,3,2,mci
m12q1,KW_n2q1_4,3.67,6,5,mci
m12q1,INST_n2q1_1,0.733,2,1,mci
m12q1,KW_n2q1_1,3.790999999999997,7,6,mci
m12q1,BG_n2q1,9.409999999999998,20,19,mci
m12q1,KW_n2q1_2,2.570000000000001,8,7,mci
m12q1,KW_n2q1_3,2.811,6,5,mci
m12q2,KW_n2q2_3,2.077,1,0,mci
m12q2,KW_n2q2_2,0.857,1,0,mci
m12q2,INST_n2q2_1,0.733,1,0,mci
m12q2,BG_n2q2,0.489,3,2,mci
m12q2,KW_n2q2_4,0.733,1,0,mci
m12q2,KW_n2q2_1,5.377999999999998,4,3,mci
m12q3,KW_n2q3_1,4.276999999999998,11,10,mci
m12q3,INST_n2q3_2,5.010999999999999,4,3,mci
m12q3,INST_n2q3_1,5.743999999999999,5,4,mci
m12q3,BG_n2q3,3.670000000000001,17,16,mci
m12q3,KW_n2q3_2,2.320999999999998,7,6,mci
m12q3,KW_n2q3_3,2.0810000000000004,7,6,mci
m12q4,INST_n2q4_2b,6.360999999999999,11,10,mci
m12q4,KW_n2q4_1,4.643999999999999,6,5,mci
m12q4,INST_n2q4_1,0.857,4,3,mci
m12q4,BG_n2q4,7.327999999999998,21,20,mci
m12q4,INST_n2q4_2a,5.989999999999998,7,6,mci
m12q5,BG_n2q5,2.5669999999999997,7,6,mci
m12q5,INST_n2q5_1a,1.711,2,1,mci
m12q5,INST_n2q5_1c,0.122,1,0,mci
m12q5,INST_n2q5_1b,1.5889999999999995,4,3,mci
m13q1,KW_n2q1_4,2.81,5,4,mci
m13q1,INST_n2q1_1,0.612,2,1,mci
m13q1,KW_n2q1_1,8.925999999999997,6,5,mci
m13q1,BG_n2q1,12.226999999999991,19,18,mci
m13q1,KW_n2q1_2,1.9559999999999989,4,3,mci
m13q1,KW_n2q1_3,2.8119999999999976,9,8,mci
m13q2,KW_n2q2_3,5.987999999999999,7,6,mci
m13q2,KW_n2q2_2,3.421999999999999,6,5,mci
m13q2,INST_n2q2_1,3.421999999999999,4,3,mci
