x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s
0.266593,0.851,0.0,2025-01-23 15:20:31.499,0.0,0.0,-25.67477,38.61,0.0,0.0,0.0,0.0,48.34542239385854
0.271746,0.848908,0.0,2025-01-23 15:20:31.621,122.0,122.0,-25.107940000000003,38.37988,0.566829999999996,-0.23011999999999944,0.6117609527421598,5.014434038870163,48.34542239385854
0.278685,0.849628,0.0,2025-01-23 15:20:31.743,244.0,122.0,-24.344649999999998,38.45908000000001,0.7632900000000049,0.07920000000000726,0.7673879488889623,6.29006515482756,48.34542239385854
0.491534,0.817342,0.0,2025-01-23 15:20:31.865,366.0,122.0,-0.9312599999999971,34.90762,23.41339,-3.551460000000006,23.681209838682232,194.10827736624782,48.34542239385854
0.584407,0.785847,0.0,2025-01-23 15:20:31.988,489.0,123.0,9.284770000000002,31.443169999999995,10.216029999999998,-3.4644500000000065,10.7874780539012,87.70307360895285,48.34542239385854
0.58852,0.785014,0.0,2025-01-23 15:20:32.110,611.0,122.0,9.737200000000005,31.35154,0.4524300000000032,-0.091629999999995,0.46161559960642795,3.7837344230035077,48.34542239385854
0.606741,0.782018,0.0,2025-01-23 15:20:32.233,734.0,123.0,11.741509999999998,31.02198,2.004309999999993,-0.32956000000000074,2.031223367751556,16.51401111993135,48.34542239385854
0.613033,0.765923,0.0,2025-01-23 15:20:32.355,856.0,122.0,12.433630000000006,29.251530000000002,0.6921200000000081,-1.7704499999999967,1.9009269572763703,15.581368502265331,48.34542239385854
0.565497,0.755288,0.0,2025-01-23 15:20:32.477,978.0,122.0,7.204670000000003,28.081679999999995,-5.228960000000003,-1.1698500000000074,5.358224678389294,43.919874413027,48.34542239385854
0.117877,0.691115,0.0,2025-01-23 15:20:32.721,1222.0,121.99999999999989,-42.03353,21.022650000000002,-49.2382,-7.059029999999993,49.74163491262526,126.38318352681571,48.34542239385854
0.114861,0.678742,0.0,2025-01-23 15:20:32.843,1344.0,122.00000000000011,-42.36529,19.661619999999996,-0.3317600000000027,-1.3610300000000066,1.400880922312821,11.482630510760817,48.34542239385854
0.142376,0.479543,0.0,2025-01-23 15:20:32.966,1467.0,123.0,-39.33864,-2.2502700000000004,3.0266500000000036,-21.911889999999996,22.11993520773964,179.83687160763935,48.34542239385854
0.205625,0.566354,0.0,2025-01-23 15:20:33.088,1589.0,121.99999999999989,-32.38125,7.298940000000003,6.957389999999997,9.549210000000002,11.81493492306242,96.8437288775609,48.34542239385854
0.260851,0.618253,0.0,2025-01-23 15:20:33.210,1711.0,122.00000000000011,-26.30639,13.007830000000006,6.074860000000001,5.708890000000003,8.336387050257446,68.33104139555277,48.34542239385854
0.329975,0.666231,0.0,2025-01-23 15:20:33.332,1833.0,121.99999999999989,-18.702749999999998,18.285410000000002,7.603640000000002,5.277579999999997,9.255711312805731,75.86648617053885,48.34542239385854
0.351779,0.681041,0.0,2025-01-23 15:20:33.454,1955.0,122.00000000000011,-16.304309999999997,19.91451,2.398440000000001,1.6290999999999976,2.8993932543896137,23.76551847860337,48.34542239385854
0.430118,0.671887,0.0,2025-01-23 15:20:33.577,2078.0,122.99999999999977,-7.68702,18.90757,8.617289999999997,-1.0069400000000002,8.675921571089722,70.5359477324369,48.34542239385854
0.512063,0.675077,0.0,2025-01-23 15:20:33.699,2200.0,122.00000000000033,1.326930000000005,19.258470000000003,9.013950000000005,0.3509000000000029,9.020777428387206,73.94079859333755,48.34542239385854
0.509761,0.683291,0.0,2025-01-23 15:20:33.821,2322.0,121.99999999999989,1.0737100000000022,20.16201,-0.2532200000000029,0.903539999999996,0.9383522259791331,7.691411688353558,48.34542239385854
0.513313,0.680558,0.0,2025-01-23 15:20:33.943,2444.0,121.99999999999989,1.4644300000000021,19.86138,0.39071999999999996,-0.3006299999999982,0.4929913947524834,4.040913071741671,48.34542239385854
0.107813,0.343191,0.0,2025-01-23 15:20:34.188,2689.0,123.00000000000023,-43.140570000000004,-17.24899,-44.605000000000004,-37.11037,58.02400870792108,28.614850020598823,48.34542239385854
0.074815,0.277517,0.0,2025-01-23 15:20:34.310,2811.0,121.99999999999989,-46.77035,-24.473129999999998,-3.6297799999999967,-7.2241399999999985,8.084769730054155,66.26860434470625,48.34542239385854
0.084841,0.295875,0.0,2025-01-23 15:20:34.433,2934.0,123.00000000000023,-45.66749,-22.45375,1.1028599999999997,2.019379999999998,2.3009119418178505,18.70660115299062,48.34542239385854
0.081095,0.302942,0.0,2025-01-23 15:20:34.555,3056.0,121.99999999999989,-46.07955,-21.67638,-0.41205999999999676,0.7773699999999977,0.8798281425937646,7.211706086834143,48.34542239385854
0.435931,0.42777,0.0,2025-01-23 15:20:34.799,3300.0,121.99999999999989,-7.047589999999999,-7.945300000000001,39.03196,13.73108,41.37676231180975,32.26273498508905,48.34542239385854
0.824838,0.319853,0.0,2025-01-23 15:20:35.043,3544.0,121.99999999999989,35.73217999999999,-19.81617,42.77976999999999,-11.870869999999998,44.396241685640454,155.07660851278388,48.34542239385854
0.883304,0.296077,0.0,2025-01-23 15:20:35.165,3666.0,121.99999999999989,42.163439999999994,-22.431530000000002,6.431260000000002,-2.6153600000000026,6.942709349900804,56.90745368771156,48.34542239385854
0.86781,0.342448,0.0,2025-01-23 15:20:35.288,3789.0,123.00000000000023,40.4591,-17.330720000000003,-1.7043399999999949,5.100809999999999,5.378014270313902,43.72369325458449,48.34542239385854
