group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,ttff_ms_is_missing,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
ad,ad_group_10,5,17,30,13081.0,0.0,10023.0,1713.0,0.0,0.7662258237137833,0.1309532910327956,0.0,1,68.33765581077091,14.292149217072373,0,0.0,8,0,0,8,7.45537255879629,2.2779218603590303,55.28430505203088,53.427984386718165,0.0365125642093572,0.6223067173637515,1.24669959989408,0.0161506779582581,0.8108882521489972,1.992105759945652
ad,ad_group_11,5,22,29,14540.0,0.0,12707.0,978.0,0.0,0.8739339752407153,0.0672627235213205,0.0,1,56.29674873065859,12.097461327573106,0,0.0,2,0,0,2,3.547705441753685,1.941267197608917,54.54770219105274,53.56487096420876,0.062207174857221,0.7020340846619021,1.7063104252093917,0.0315652679456926,0.7291440953412784,1.826939904121036
ad,ad_group_12,5,25,42,13325.0,0.0,9659.0,610.0,0.0,0.7248780487804878,0.0457786116322701,0.0,1,153.36802125393842,12.673854142518683,0,0.0,4,0,0,4,3.391691281224949,3.651619553665201,52.32611980114637,49.34283797890049,0.0589785087884376,0.6949585194639438,1.6259658634237752,0.0196093191313184,0.7850287907869482,1.8606071118447127
ad,ad_group_13,5,19,22,12835.0,0.0,7578.999999999999,3302.0,0.0,0.5904947409427347,0.2572652902220491,0.0,1,114.7287810970925,15.413428285827736,0,0.0,6,0,0,6,3.822581555224392,5.214944595322386,66.25762174429265,60.5687381101741,0.0576057139899591,0.7358490566037735,2.151969242980694,0.0266549350447699,0.8796116504854369,2.9587421916879517
ad,ad_group_14,5,21,34,7215.0,0.0,4281.0,2200.0,0.0,0.5933471933471933,0.3049203049203049,0.0,1,56.943860441250266,14.4721844516524,0,0.0,10,0,0,10,2.660273734493149,1.6748194247426549,77.48792813501383,73.8285260657001,0.0422116062338476,0.5547309833024119,1.0021531435600357,0.0187172057326337,0.7405857740585774,0.7538275145266042
ad,ad_group_15,5,20,37,15159.000000000002,0.0,9900.000000000002,2568.0,0.0,0.6530773797743915,0.1694043142687512,0.0,1,142.55725345254538,12.694801678897411,0,0.0,8,0,0,8,7.397217044123454,3.852898741960686,72.68397062124755,63.67341518075813,0.0611280243550713,0.6644823066841415,1.956798689127766,0.0152219195641724,0.8,1.967434479368627
ad,ad_group_16,5,21,50,12833.0,0.0,7704.0,733.0,0.0,0.6003272812280839,0.0571183667108236,0.0,1,256.1557858263012,14.684214275994364,0,0.0,6,0,0,6,6.689555831855413,5.123115716526025,65.11221925971911,57.02328778867962,0.03770876369875,0.6267409470752089,1.5271949400490197,0.0107489233570253,0.7719869706840391,1.661932872373582
ad,ad_group_17,5,25,70,13816.999999999998,0.0,5990.999999999998,3422.0,0.0,0.4335962944199174,0.2476659187956865,0.0,1,232.0738966399412,17.47766855238495,0,0.0,11,0,0,11,3.84455153597232,3.315341380570589,70.76918718930239,64.45741797570852,0.0352237882965291,0.5215801024140454,1.2416795621857744,0.0103326547965678,0.7256857855361596,1.7593305340285612
ad,ad_group_18,5,22,49,10030.0,0.0,6235.0,1589.0,0.0,0.6216350947158524,0.1584247258225324,0.0,1,132.14187345460374,13.243166754514007,0,0.0,7,0,0,7,2.962622548731734,2.6967729276449743,59.429852333038376,55.24178691256296,0.0451781451285978,0.617148554336989,1.4545114979372276,0.0143687221296338,0.8056426332288401,1.3668422557459683
ad,ad_group_19,5,20,45,8561.999999999998,0.0,5992.0,1346.0,0.0,0.6998364868021492,0.1572062602195749,0.0,1,83.23517914807435,15.42637645195792,0,0.0,3,0,0,3,2.414733461715501,1.8496706477349856,63.60240469170484,60.73967851251064,0.0435670933237185,0.6744827586206896,1.746827209385523,0.0168860044468481,0.7935943060498221,2.014091089055423
ad,ad_group_20,5,13,20,9408.0,0.0,5867.0,2566.0,0.0,0.6236181972789115,0.2727465986394558,0.0,1,51.37759107886141,12.479978929755257,0,0.0,7,0,0,7,5.912154034686736,2.568879553943071,52.57231642298541,50.09209782309031,0.0837627740414009,0.7935349322210636,2.0021336554634117,0.031007074853699,0.8253521126760563,1.8584759736095864
ad,ad_group_21,5,19,38,10392.0,0.0,6723.000000000001,1101.0,0.0,0.6469399538106236,0.10594688221709,0.0,1,141.04873942246093,15.869858202250072,0,0.0,5,0,0,5,3.4417983995673422,3.711808932170024,54.42747832382632,51.29875760553716,0.0432921810699588,0.6349809885931559,0.8765597669221078,0.0218930041152263,0.7744360902255639,1.3226748025790898
ad,ad_group_22,5,26,53,16264.0,0.0,11739.0,1100.0,0.0,0.7217781603541564,0.0676340383669454,0.0,1,204.11360033636024,13.493126231766023,0,0.0,6,0,0,6,3.596874313028481,3.8512000063464193,63.42759520505621,57.90260851208889,0.0535700481846994,0.6556036556036556,1.772663767543902,0.0160014429642608,0.7133655394524959,1.7226167231116898
ad,ad_group_3,5,22,37,16139.000000000004,0.0,11492.0,2444.0,0.0,0.7120639444823098,0.1514344135324369,0.0,1,134.8531928822744,15.126737258407436,0,0.0,12,0,0,12,6.622614482142629,3.64468088871012,56.67902836123949,52.66575661788036,0.0425712198685171,0.5978037062457103,1.4225384671854366,0.0138787436084733,0.7684210526315789,1.6629125244903205
ad,ad_group_4,5,35,72,15522.0,0.0,6967.0,4523.0,0.0,0.4488467980930292,0.2913928617446205,0.0,1,293.5984563854421,18.93848235269029,0,0.0,12,0,0,12,2.610599297638232,4.077756338686696,83.46096685576418,74.84253665506385,0.0317020621729763,0.6310679611650486,1.50942979701946,0.010464758387196,0.8014705882352942,2.2545922248811734
ad,ad_group_5,5,25,40,14055.000000000002,0.0,8925.0,3302.000000000002,0.0,0.6350053361792956,0.2349341871220207,0.0,1,120.55670192527032,13.705011448587534,0,0.0,8,0,0,8,4.164359158610469,3.013917548131758,64.97414523422722,60.908039312910525,0.0569427929713304,0.6983758700696056,1.4337707058813651,0.0185625578015589,0.7758007117437722,1.5726879733225374
