group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,ttff_ms_is_missing,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
ad,ad_group_20,2,23,50,18706.0,12227.0,2445.0,1466.0,0.6536405431412381,0.1307067251149364,0.0783705762856837,2199.0,0,188.80858888467708,14.057716349084052,4,1619.75,8,2,5,1,5.093027939167181,3.7761717776935417,61.91128666537068,57.735924026524536,0.0560373267980017,0.735071488645921,1.969797826995619,0.0168253369780375,0.8431372549019608,2.367684584038055
ad,ad_group_21,2,20,39,12716.0,8067.0,1222.0,1102.0,0.6343976093111041,0.096099402327776,0.0866624724756212,244.0,0,138.74304708956242,13.17285471334513,5,929.8,11,3,7,1,5.066282203115353,3.557514027937498,53.86463428479038,50.80168110970321,0.0392888888888888,0.5995475113122172,1.3478014561608085,0.0141333333333333,0.7610062893081762,1.3337172747099446
ad,ad_group_22,2,21,36,10636.000000000002,7699.0,367.0,245.00000000000185,0.7238623542685219,0.0345054531778864,0.0230349755547199,245.0,0,136.41083286698293,13.741266574844293,3,979.0000000000006,5,3,2,0,4.485314108477265,3.789189801860637,64.42165216843735,59.330678266110986,0.0508296576349506,0.628099173553719,1.2522183001970726,0.0189035916824196,0.7277777777777777,1.4723886889619116
ad,ad_group_3,2,43,64,19556.0,13444.0,2201.0,2202.0,0.6874616485988955,0.112548578441399,0.1125997136428717,489.0,0,103.80025602303844,14.461595657167004,7,873.1428571428571,14,7,7,0,3.6272971738698634,1.6218790003599757,78.00997632297829,74.35937947923323,0.0401604735653466,0.6737687740132728,1.6427232367220292,0.0153319586471966,0.7401646843549863,1.6586745300865036
ad,ad_group_4,2,73,124,51707.00000000001,39119.0,2690.0,4520.0,0.7565513373431062,0.0520239039201655,0.0874156303788655,0.0,0,355.1404388579514,14.934380978426802,12,1049.000000000001,26,8,16,2,5.8018233849708425,2.864035797241544,61.65098011197348,58.36071940521828,0.0507273286719222,0.7186781008157289,1.952954857334934,0.011273329159991,0.7425882352941177,2.0308154119311164
ad,ad_group_5,2,24,51,11735.0,6966.0,856.0,1712.0,0.5936088623775032,0.0729441840647635,0.145888368129527,858.0,0,97.96602695547875,14.836221160071208,5,953.8,11,3,6,2,3.508266785843885,1.920902489323113,61.347545042497735,59.115963603101626,0.0376275510204081,0.6629001883239172,1.3886469861688793,0.0159438775510204,0.8133333333333334,1.9998419979540825
ad,ad_group_6,2,34,65,17477.0,10508.0,733.0,2570.9999999999955,0.6012473536648166,0.0419408365280082,0.1471076271671337,489.0,0,237.71767754941052,16.271771622596933,4,1742.25,10,1,7,2,4.476584957092856,3.6571950392217007,74.32270767174104,68.53813373403204,0.0370082865958974,0.6916622968012586,1.5388221353959952,0.0144578780880669,0.825503355704698,1.9825482851742855
ad,ad_group_7,2,33,58,21401.0,16138.999999999998,732.0,2077.0,0.7541236390822857,0.0342040091584505,0.09705153964768,610.0,0,107.6115043881945,13.27706480826872,2,2631.000000000001,5,1,3,1,6.081540480349887,1.8553707653136984,65.22543773812151,62.15112389004299,0.0417208636836628,0.5806703039750585,1.3723647543022934,0.0162591050988553,0.66,1.469928503272568
ad,ad_group_8,2,14,21,14057.0,9290.0,1588.0,2078.0,0.6608807000071139,0.1129686277299566,0.1478267055559507,2322.0,0,85.2777480935366,12.54416328754001,3,1589.0,6,0,5,1,5.152584414264397,4.060845147311267,60.68428267271381,57.33334496605403,0.0695408950617283,0.8155339805825242,2.5157938458440787,0.031057098765432,0.8819875776397516,2.838266525988654
ad,ad_group_9,2,18,31,7579.000000000001,3668.000000000001,1222.0,1711.0,0.4839688613273519,0.1612349914236706,0.2257553766987729,1100.0,0,95.04754389954846,16.064813713718323,4,977.75,8,2,5,1,3.27667211019239,3.0660498032112407,77.06486892839501,71.9330707116119,0.0551797792808828,0.7516129032258064,1.6629698740566206,0.023317906728373,0.8549618320610687,1.940296014129778
