group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,ttff_ms_is_missing,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
ad,ad_group_20,1,29,64,14676.999999999998,9781.999999999998,490.0,1589.0,0.6664849764938339,0.0333855692580227,0.1082646317367309,245.0,0,167.66933923135215,14.08123323547305,4,1223.75,9,2,6,1,3.9864631807541695,2.6198334254898774,64.87808002710534,61.05524601945491,0.0361814166808221,0.5546613011401744,1.2996763548890289,0.0105559465165376,0.7471264367816092,1.3250564246991845
ad,ad_group_21,1,19,22,9906.0,7338.000000000001,122.0,1835.0,0.7407631738340401,0.01231576822128,0.1852412679184332,122.0,0,37.17414545091456,12.702102584053788,4,641.9999999999998,7,1,6,0,4.714688905554418,1.6897338841324798,67.54666487160998,66.23524128518845,0.0578639581409664,0.7659574468085106,1.7056706845291465,0.0277008310249307,0.8222222222222222,1.8585735812607
ad,ad_group_22,1,20,43,7825.0,3302.0,1099.0,1223.0,0.4219808306709265,0.1404472843450479,0.15629392971246,366.0,0,127.24972550881918,13.816537809392065,3,1507.6666666666667,8,1,5,2,3.5624876891883743,2.9592959420655625,62.81397454642965,57.36873335128363,0.0751821019771071,0.7006920415224913,1.7878969140002543,0.0150884495317377,0.7413793103448276,1.657439042450237
ad,ad_group_3,1,34,39,47311.0,38876.0,6727.0,610.0,0.8217116526811946,0.142186806450931,0.0128934074528122,5749.0,0,48.12127376136253,11.91822584595807,3,2811.6666666666665,5,3,2,0,5.987289096052051,1.2338788143939108,59.43918533827322,57.59175162681801,0.0947910617346294,0.8589313302434607,2.50783380715965,0.0467971215755586,0.8143951656415237,2.231300212257256
ad,ad_group_4,1,49,114,26767.0,17846.0,734.0,3911.0,0.6667164792468337,0.0274218253820002,0.1461127507752082,977.0,0,318.0023381796888,15.912006105588926,9,991.2222222222222,21,2,15,4,4.767667607357657,2.789494194558673,70.4690956642483,66.15826729220665,0.0419690047478276,0.6332266097474208,2.032079997982595,0.0107497984412792,0.7763888888888889,2.1711105379705447
ad,ad_group_5,1,32,43,16615.0,11114.0,979.0,2079.0,0.668913632260006,0.0589226602467649,0.1251278964790851,979.0,0,130.48160444091374,15.488915832894522,5,1100.2,9,1,8,0,3.5783302340941123,3.0344559172305523,76.21720863484884,71.47704547414524,0.0409763748652092,0.680622009569378,1.636026495134539,0.01558670718557,0.7641509433962265,1.5967255723771394
ad,ad_group_6,1,49,90,36801.0,28731.0,1958.0,1223.0,0.780712480639113,0.0532050759490231,0.0332327925871579,1590.0,0,234.3455412918996,13.043528412495007,6,1345.0,11,5,6,0,5.224762147549013,2.603839347687773,59.746646727668384,55.835335885802,0.0590904560617697,0.7128683401131065,1.9316397493017716,0.0181216985501468,0.6978324166936266,1.6703167522584788
ad,ad_group_7,1,32,71,16632.0,8071.0,3057.0,2077.0,0.4852693602693603,0.1838023088023088,0.1248797498797498,859.0,0,250.58086675100247,16.52635654681245,6,1426.8333333333333,17,6,6,5,3.839558536143546,3.529307982408485,85.28927649051215,75.7390496809658,0.0501176852528203,0.6283400809716599,1.6044620947487145,0.0114844574304033,0.7526501766784452,1.6352618647310442
ad,ad_group_8,1,34,71,18099.000000000007,10151.000000000004,2080.0,1834.0,0.5608597160064093,0.1149234764351621,0.1013315652798496,1711.0,0,226.22163742957156,14.238537709068757,6,1324.666666666667,16,0,11,5,3.234426576632047,3.186220245486923,67.88504822634553,63.29584879675589,0.0423359111639896,0.6549570647931303,1.6971776791533253,0.0143433141648489,0.7672811059907834,1.8880847159907252
ad,ad_group_9,1,30,35,21757.0,16377.000000000002,2200.0,1099.0,0.7527232614790643,0.1011168819230592,0.0505124787424736,1100.0,0,109.51877513561004,12.486338761688875,5,1075.9999999999995,9,3,6,0,5.150064703775198,3.1291078610174297,69.55007864544181,64.2178631955621,0.0674480151228733,0.7393497757847534,1.8340890943972732,0.0251039697542533,0.7771084337349398,1.9257611993738573
