eye_coeff_mean,eye_coeff_std,eye_coeff_min,eye_coeff_max,task_count,missing_count,flag_missing_task,eye_coeff_q1,eye_coeff_q2,eye_coeff_q3,eye_coeff_q4,eye_coeff_q5,Q1_subscore,Q2_subscore,Q3_subscore,Q4_subscore,Q5_subscore
0.5283824914766325,1.680422792594288,-0.41149726175242873,0.6904250686042015,0.0,0.0,0.0,0.938088216292384,1.8331061944801366,0.8777984146824463,-0.7667542393292676,0.18343171813687797,5.0,4.0,9.0,2.0,2.0
-1.0724431156428806,1.269952449318869,-1.6312526289220066,-0.36195775891666854,0.0,0.0,0.0,-0.6131438922595344,-1.5326856525634218,0.5459607135399438,-1.4559412718026825,-0.8907930290885079,6.0,7.0,9.0,4.0,0.0
-1.920375966606161,-1.1063726439751147,-1.3754719460763158,-1.9134505906966102,0.0,0.0,0.0,-1.846101026620915,-1.9587751905214263,-1.9555003767156334,-1.3114198911068944,-1.1586959563613028,1.0,7.0,6.0,2.0,1.0
-0.8496481594090854,-1.6037120387413921,-0.25867688205318196,-1.2071525027976833,0.0,0.0,0.0,-0.7477418525389998,-1.0345251367607675,-0.9062237048606706,-0.2674726294570329,-1.0295814026358414,5.0,6.0,9.0,2.0,2.0
0.14407989350331019,-0.966303345782336,0.6075683869698465,-0.21449700311898254,0.0,0.0,0.0,-0.35804053144126946,-0.337094150669034,0.7549389375240522,0.28220717427381425,0.41511122682800494,4.0,7.0,9.0,2.0,3.0
-0.9657699215771492,0.4694153435707409,-1.2259700797564295,-0.5824105641121172,0.0,0.0,0.0,-1.1737969215502622,-0.8305852857968248,0.2335397208978972,-1.2269482418143562,-0.4104769223122892,2.0,5.0,6.0,2.0,1.0
1.387489411610092,-0.8930376582415247,1.495246602058087,0.7841966303650001,0.0,0.0,0.0,0.3107485321302624,1.5118308740731083,1.350797683980362,1.0734915774472793,2.0739479554277267,6.0,7.0,9.0,5.0,2.0
-0.991399535122478,-0.795752787866823,-0.6577074726203488,-1.141727337154756,0.0,0.0,0.0,-1.347773078959407,-0.5004358885405222,-0.5591120273091841,-0.7626635279344317,-0.8486925240846904,4.0,6.0,9.0,2.0,1.0
-0.6656554966564936,1.2034586621771612,-1.1240937775565447,-0.40183803898491616,0.0,0.0,0.0,0.2619750182696651,-0.9698759797868369,0.47579576236041343,-1.1693860221412191,-1.0892412085447958,4.0,7.0,6.0,1.0,0.0
-0.17295817426224386,2.33137023324454,-1.0961093590085844,0.4525137556449115,0.0,0.0,0.0,1.0463586492960657,0.016903109488918558,0.9020658606044897,-1.1535742463592302,-1.0792371168973904,5.0,7.0,9.0,4.0,0.0
-0.33215399126857076,-0.47103991766510844,-0.097675739401149,-0.38080096788117956,0.0,0.0,0.0,-0.9163543397655503,-0.7166458155916563,-0.021076608328387696,0.28898822022007076,-0.24046651778202568,5.0,7.0,9.0,2.0,3.0
1.4059777637343562,1.8442732672575037,1.180660306485689,2.0755735923881424,0.0,0.0,0.0,1.2052887880312186,0.366845236507293,1.0393127508406528,1.943098144600862,0.6455754015495463,6.0,7.0,9.0,4.0,3.0
-0.8296225578068533,-1.1821691657786428,-0.2794080763652258,-0.9257144919023186,0.0,0.0,0.0,-0.21899794501254602,-0.856099252510705,-1.2961289905148883,-0.6921211152217013,-0.6629447171840673,2.0,7.0,6.0,2.0,1.0
1.0508615529025347,-0.26158516078439037,1.0763696049852907,0.7260657098920905,0.0,0.0,0.0,0.7310484257321984,1.4505096550812249,0.5056188638413177,1.0343465162571457,0.5241978121821737,5.0,7.0,9.0,5.0,3.0
