,,,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy
,,,mean,std,mean,std,mean,std
Group,folder,q,,,,,,
AD,3,1,0.0640070698144173,,0.866508875739645,,2.4171864795715945,
AD,3,2,0.0189790851323486,,0.729490022172949,,1.6952612918916778,
AD,3,3,0.0344018988246732,,0.8935993349958438,,2.370050864359935,
AD,3,4,0.0117737542060567,,0.728905824714208,,1.713280609970057,
AD,3,5,0.0172680788897005,,0.7495769881556683,,1.99651877525705,
AD,4,1,0.0135417599808892,,0.7364939360529217,,2.256992081716004,
AD,4,2,0.0153741684261901,,0.7474120082815735,,2.01994372982383,
AD,4,3,0.0166076634735526,,0.8087774294670846,,1.7713302849559855,
AD,4,4,0.0130757513053738,,0.7427609427609427,,1.865811027646712,
AD,4,5,0.0124653739612188,,0.7962962962962963,,2.103989558811564,
AD,5,1,0.0202921282227232,,0.7657004830917874,,1.5855411000996096,
AD,5,2,0.0182114512471655,,0.754863813229572,,1.915542946058584,
AD,5,3,0.0300034686090877,,0.8728323699421965,,2.8380475260665685,
AD,5,4,0.0145271526208927,,0.797244094488189,,2.156557260250817,
AD,5,5,0.0220636808032765,,0.781437125748503,,1.6827875754551973,
AD,6,1,0.026001207722388,,0.7375422773393461,,1.782278027606094,
AD,6,2,0.0179898697820644,,0.7993527508090615,,2.0086359070037347,
AD,6,3,0.0129705215419501,,0.7342657342657343,,1.245286520805421,
AD,6,4,0.0142842799901424,,0.7725239616613419,,1.9597665449708075,
AD,6,5,0.0268638067471886,,0.8062015503875969,,1.3516899205566195,
AD,7,1,0.0138381624868111,,0.7067448680351907,,1.896246053438945,
AD,7,2,0.0215595733610822,,0.6862745098039216,,1.553339828127661,
AD,7,3,0.0220067713142505,,0.7272727272727273,,0.9964156475663194,
AD,7,4,0.0200373455903476,,0.8476702508960573,,2.2317161470893185,
AD,7,5,0.0174328512396694,,0.7666666666666667,,1.9523584116817967,
AD,8,1,0.0179126181505717,,0.7583025830258303,,1.813270047837361,
AD,8,2,0.0359760802469135,,0.900804289544236,,2.71778074375817,
AD,8,3,0.0118754109138724,,0.6833910034602076,,1.584391875707002,
AD,8,4,0.0168334234721471,,0.7590361445783133,,1.7899401084364783,
AD,8,5,0.0208329918536609,,0.7246262785208497,,1.7851636993827804,
AD,9,1,0.0317958412098298,,0.8026159334126041,,2.1535750053049347,
AD,9,2,0.0259878960484158,,0.8287671232876712,,1.9009461351670984,
AD,9,3,0.0293367346938775,,0.8526570048309179,,2.041091807731357,
AD,9,4,0.0134066358024691,,0.7032374100719424,,1.6877340862074834,
AD,9,5,0.0284282246064687,,0.7851239669421488,,1.14618489251514,
AD,10,1,0.0214996532313994,,0.8244561140285072,,2.22672300592281,
AD,10,2,0.0194821547125752,,0.8025851938895417,,1.8609891146962607,
AD,10,3,0.0301848964134551,,0.8191881918819188,,2.191762767721891,
AD,10,4,0.0188634929023355,,0.8054474708171206,,2.165462991840244,
AD,10,5,0.0199453931232356,,0.8051044083526682,,2.344261173279809,
AD,11,1,0.0159379488652686,,0.7303532804614276,,1.523902617408034,
AD,11,2,0.0189985795454545,,0.7383177570093458,,1.859866587312988,
AD,11,3,0.0298631766805472,,0.7816733067729084,,2.255792942716069,
AD,11,4,0.013971480538797,,0.697957499484217,,1.73560768904781,
AD,11,5,0.0438767484012174,,0.7490257209664848,,1.9588651915467377,
AD,12,1,0.0190007716049382,,0.6446700507614214,,1.6122740904911703,
AD,12,2,0.0175447730112453,,0.7329376854599406,,1.9085925985214005,
AD,12,3,0.0341490138787436,,0.8021390374331551,,1.76271566270581,
AD,12,4,0.0179787163725295,,0.7941176470588235,,1.6702979772316555,
AD,12,5,0.0232978282961345,,0.7705977382875606,,2.0084741458285844,
AD,13,1,0.0260221735753124,,0.7218453188602443,,1.743935827582131,
AD,13,2,0.0198471111111111,,0.7126477964887137,,1.7999160405945838,
