group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,ttff_ms_is_missing,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,5,1,0,9045000.0,0.0,9045000.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0,0.0,0,0,0,0,22.850934810619894,0.0,0.0,0.0,0.0553461614758976,0.6200716845878136,1.125552838399931,0.0204324538781987,0.7281553398058253,0.9182958340544896
control,control_group_10,5,10,10,6600.0,0.0,5376.0,734.0,0.0,0.8145454545454546,0.1112121212121212,0.0,1,27.154400246740096,14.076615169412694,0,0.0,3,0,0,3,5.593268422386148,2.7154400246740096,73.4997507567428,69.39135785231143,0.0609870519797335,0.68,1.4348312233063338,0.0339650966410208,0.8011049723756906,1.9026831892554923
control,control_group_11,5,8,7,9533.0,0.0,7455.0,2078.0,0.0,0.7820203503619008,0.2179796496380992,0.0,1,0.0,15.522323385654204,0,0.0,2,0,0,2,6.607464915196821,0.0,53.48086389310314,53.48086389310314,0.0973361949248832,0.8521400778210116,2.3371701233363544,0.0549173084206539,0.8482758620689655,2.2950703772650267
control,control_group_12,5,8,7,7457.0,0.0,4524.0,2690.0,0.0,0.6066782888561083,0.3607348799785436,0.0,1,10.96843597258254,14.221642817485144,0,0.0,1,0,0,1,6.990245036709343,1.5669194246546485,63.28262351155263,61.3018590902666,0.1605333333333333,0.9424141749723144,2.889410349493718,0.0567111111111111,0.9122257053291536,2.6395352859857164
control,control_group_13,5,10,17,7948.0,0.0,5623.0,1591.0,0.0,0.7074735782586814,0.2001761449421238,0.0,1,45.50690809253382,17.37856901925082,0,0.0,6,0,0,6,4.571427069212267,2.6768769466196365,61.40137238145535,58.71328630005979,0.0768875014452537,0.8135338345864662,1.8379982307406848,0.036420395421436,0.8285714285714286,1.940409418742022
control,control_group_14,5,12,15,6481.0,0.0,4769.0,612.0,0.0,0.7358432340688166,0.0944298719333436,0.0,1,62.9536301070788,16.459305914644865,0,0.0,1,0,0,1,4.953265870804974,4.196908673805253,59.45324340759365,53.563272554166296,0.0659375,0.8009478672985783,1.7815032695957245,0.029375,0.8191489361702128,2.144037784178728
control,control_group_15,5,8,15,3542.000000000001,0.0,1465.0,854.0,0.0,0.4136081309994352,0.2411067193675888,0.0,1,75.27072043642542,16.928590325681654,0,0.0,4,0,0,4,3.101858804740576,5.018048029095028,65.12010660481572,55.69887930307454,0.0792,0.8383838383838383,1.704425219415871,0.0296,0.8108108108108109,1.521928094887362
control,control_group_16,5,7,12,3666.999999999999,0.0,2198.999999999999,611.0,0.0,0.5996727570220888,0.1666212162530679,0.0,1,59.0052349615904,15.931132349292826,0,0.0,2,0,0,2,4.822637963913647,4.917102913465867,75.02686324912193,70.83979303127786,0.0620574760516451,0.7181208053691275,1.630982607666543,0.0345689296126613,0.8313253012048193,1.3921472236645345
control,control_group_17,5,6,12,4032.0,0.0,3177.0,0.0,0.0,0.7879464285714286,0.0,0.0,1,72.41890386692826,16.349409701702278,0,0.0,0,0,0,0,6.435901725070496,6.034908655577355,64.46160915949928,57.212466141325,0.0694444444444444,0.7625,1.685567202024124,0.0434027777777777,0.9,1.167436723286701
control,control_group_18,5,7,8,4277.0,0.0,3667.0,0.0,0.0,0.8573766658873042,0.0,0.0,1,42.93229720299271,12.248408410894688,0,0.0,0,0,0,0,10.392635621909632,5.366537150374088,76.15152220948013,69.93388178776694,0.0529651425984608,0.6239316239316239,1.6858157091530304,0.0267089180624717,0.864406779661017,0.9182958340544896
control,control_group_19,5,6,9,3790.0,0.0,3545.0,0.0,0.0,0.9353562005277044,0.0,0.0,1,14.289505734644932,15.827332818198371,0,0.0,0,0,0,0,8.712110679100546,1.5877228594049924,75.09097629004029,67.73537330009952,0.0637037037037037,0.751937984496124,0.8663137138648348,0.0518518518518518,0.8285714285714286,1.6457113704075788
control,control_group_20,5,9,14,5010.999999999999,0.0,2689.0,1588.0,0.0,0.5366194372380764,0.3169028138096189,0.0,1,36.76923308825908,12.88143700597502,0,0.0,3,0,0,3,3.2267933187142006,2.626373792018505,59.50575004779402,57.33758916938051,0.05712890625,0.6495726495726496,1.2037389690973714,0.02734375,0.8571428571428571,1.6858157091530304
control,control_group_21,5,29,480,13044.000000000002,0.0,3893.999999999998,557.0,0.0,0.2985280588776447,0.0427016252683225,0.0,1,431.3851304768492,12.634862539288669,0,0.0,8,0,0,8,1.235454087726385,0.8987190218267692,95.33085520391016,76.62655392536081,0.0971041807736305,0.9552314905329822,3.9471183684305977,0.0344288713076359,0.960707991393385,3.9984730231684296
