group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,ttff_ms_is_missing,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,1,1,0,10646000.0,10646000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,50.11528695746638,0.0,0.0,0.0,0.0474669763390913,0.6819571865443425,1.3033194442041982,0.0283059950645957,0.7128205128205128,1.2415101887362598
control,control_group_10,1,12,17,9295.0,8805.0,245.0,0.0,0.9472834857450242,0.0263582571274878,0.0,245.0,0,18.24459084585452,14.730952166063773,1,490.0,1,1,0,0,4.836645143516869,1.0732112262267364,59.59851965737692,58.13812318000937,0.0833036667853328,0.8803418803418803,3.157557528966483,0.0530437878248487,0.8791946308724832,2.526365689985177
control,control_group_11,1,10,12,9170.0,7946.999999999999,245.0,611.0,0.8666303162486367,0.0267175572519083,0.0666303162486368,856.0,0,26.46563181064068,17.229462053433014,1,1223.000000000001,2,0,1,1,4.599386536950801,2.20546931755339,62.45485838933332,61.12008676226483,0.0805540166204986,0.8624484181568088,2.928226297703095,0.0590581717451523,0.8611632270168855,2.701306773224656
control,control_group_12,1,13,14,11491.0,10634.0,245.0,245.0,0.925419893829954,0.0213210338525802,0.0213210338525802,245.0,0,19.49999298838175,12.11654690743135,2,428.5,3,1,2,0,7.466379568933037,1.3928566420272677,62.06810928559809,60.68856236353572,0.0623611111111111,0.7438752783964365,1.698794694828636,0.0352777777777777,0.7992125984251969,1.6722794411762656
control,control_group_13,1,8,7,6971.0,5870.0,1101.0,0.0,0.8420599627026252,0.1579400372973748,0.0,1101.0,0,0.0,21.951002380796236,1,1101.0,1,1,0,0,3.91938519684516,0.0,64.75345482636173,64.75345482636173,0.0706122448979591,0.8439306358381503,1.8114903184587627,0.0583673469387755,0.8811188811188811,2.239122140916664
control,control_group_14,1,8,11,8316.0,7703.0,613.0,0.0,0.9262866762866764,0.0737133237133237,0.0,613.0,0,0.0,19.47978312672068,1,613.0,1,1,0,0,7.924036961944504,0.0,47.52145605942746,47.52145605942746,0.0768166089965397,0.8450450450450451,2.491699037672916,0.0422145328719723,0.9081967213114754,2.6118566149659617
control,control_group_15,1,7,6,15037.0,13203.0,1834.0,0.0,0.8780341823502028,0.1219658176497971,0.0,1834.0,0,0.0,19.541722741253263,1,1834.0,1,1,0,0,14.99090706367726,0.0,48.14124580016685,48.14124580016685,0.0548928712759341,0.8166838311019567,2.195091818051122,0.0384985018938323,0.8120411160058737,2.3967890591398917
control,control_group_16,1,8,9,7577.0,6600.0,735.0,242.0,0.871057146627953,0.097004091329022,0.0319387620430249,977.0,0,0.0,17.66593947536705,1,977.0,2,0,1,1,6.196321568015,0.0,47.033587765431925,47.033587765431925,0.0675,0.8379629629629629,1.8120873023351105,0.0525,0.875,2.1187811898091025
control,control_group_17,1,11,14,7338.999999999999,5869.999999999999,1224.0,0.0,0.7998364899850116,0.1667802152881864,0.0,1224.0,0,4.4221333351675485,17.262480711186548,1,1469.0,1,1,0,0,9.445917318696084,0.315866666797682,54.23218874622778,53.0650177995062,0.0677892292059805,0.7901498929336188,2.3530854899926386,0.0320801277398751,0.7918552036199095,1.7499135605211025
control,control_group_18,1,7,9,5626.0,5014.0,244.0,0.0,0.8912193387842161,0.0433700675435478,0.0,490.0,0,16.909546660493636,18.30820214703328,1,612.0,1,1,0,0,5.880357805548059,1.878838517832626,59.495184447669885,56.0474406839565,0.0711111111111111,0.890625,1.6848058822435117,0.0577777777777777,0.8846153846153846,1.8997842697005116
