group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,ttff_ms_is_missing,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,3,1,0,10511000.0,10511000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,13.63817070262724,0.0,0.0,0.0,0.0696540161560737,0.8643326039387309,2.244386979339472,0.0489254686785551,0.8442367601246106,2.4712806171444104
control,control_group_10,3,12,27,8068.999999999999,3057.0,2076.999999999999,2446.0,0.3788573553104474,0.2574048828851158,0.3031354566860825,2200.0,0,32.968115018619244,19.443538234951728,2,2505.9999999999995,6,0,3,3,5.988327224716716,1.221041296985898,48.37464754182884,46.55939529876385,0.0607974361391271,0.7767441860465116,1.7397902278016526,0.036666980865303,0.8097686375321337,1.9855521498339652
control,control_group_11,3,11,18,8069.999999999999,3422.999999999999,3791.0,734.0,0.4241635687732341,0.4697645600991326,0.0909541511771995,2324.0,0,6.192496981218482,18.42215370291248,2,2323.5,4,2,1,1,10.873087579767956,0.3440276100676934,59.15863862639105,58.85524037629312,0.0588107638888888,0.7896678966789668,1.897328757972082,0.0407986111111111,0.851063829787234,2.026979614257041
control,control_group_12,3,12,23,7212.0,3912.0,2323.0,610.0,0.5424292845257903,0.32210205213533,0.0845812534664448,1588.0,0,17.756106554391614,19.853366337645905,2,1650.0,4,2,1,1,5.00191987127962,0.7720046327996354,47.79443062311854,47.05973303722829,0.0601662049861495,0.7974217311233885,2.042497918725185,0.0406648199445983,0.885558583106267,2.1866619008762846
control,control_group_13,3,14,17,12348.0,4401.0,5747.0,2077.0,0.3564139941690962,0.4654195011337868,0.1682053773890508,3547.0,0,5.466299505076537,20.07389140727901,2,3973.5,7,1,2,4,6.247834579321764,0.3215470297103845,48.66176689874708,48.6236933072414,0.0668829998197223,0.8957771787960467,2.5931201834112216,0.0373174689021092,0.8904991948470209,2.5446995949425952
control,control_group_14,3,9,15,9292.0,2322.0,4403.0,1712.0,0.249892380542402,0.4738484718037021,0.1842445114076625,6359.0,0,77.22299223831934,18.90084358161186,1,6970.0,4,1,1,2,9.70534047836213,5.148199482554622,69.39861824416795,65.20217406673196,0.063515201999167,0.8032786885245902,1.8722008414506568,0.0316534777176176,0.8618421052631579,2.3494037216662287
control,control_group_15,3,9,16,7942.0,3176.0,3421.0,856.0,0.3998992697053639,0.4307479224376731,0.1077814152606396,2200.0,0,43.10070727871175,14.972764208720363,2,2383.0,4,2,1,1,10.01496048345133,2.6937942049194845,65.24635105655224,58.66450554217335,0.0660270167908092,0.751434034416826,2.0198676795133013,0.038252745865421,0.8943894389438944,2.4826725408876773
control,control_group_16,3,10,18,7331.0,2442.0,2323.0,2077.0,0.3331059882689947,0.3168735506752148,0.2833174191788296,2810.0,0,31.16905443122321,18.50686673986392,2,2444.5,4,2,1,1,6.575257805312248,1.731614135067956,53.38797860917128,51.333545458075605,0.0627559783326727,0.8189473684210526,2.22603695917427,0.0387105297925749,0.9044368600682594,2.2749625511530023
control,control_group_17,3,12,21,5750.0,2693.0,612.0,1100.0,0.4683478260869565,0.1064347826086956,0.1913043478260869,1101.0,0,130.25064006380126,18.86883236234905,2,1528.5,3,1,2,0,2.754949404762929,6.202411431609583,63.74582166063125,56.03894441368138,0.061801446416831,0.7978723404255319,1.960189270587554,0.0397764628533859,0.8512396694214877,2.04657227658828
control,control_group_18,3,9,16,5623.0,1956.0,1834.0,1222.0,0.3478570158278499,0.3261604125911435,0.2173217143873377,1591.0,0,54.619263765340406,15.97668226098878,2,1833.5,5,1,2,2,8.094775049783818,3.4137039853337754,68.9859248963292,63.78465375694063,0.0926275992438563,0.8276643990929705,1.923320672352186,0.0417979416089056,0.8693467336683417,1.8029912029990107
control,control_group_19,3,8,13,4886.0,2566.0,733.0,1465.0,0.5251739664347114,0.1500204666393778,0.2998362668849775,1221.0,0,6.593521126105535,12.802655658233451,2,1160.0,4,0,3,1,10.027266430130917,0.5071939327773488,75.57858064870761,72.29805779304486,0.0835796828809459,0.77491961414791,2.076982852935931,0.0593926363880677,0.8642533936651584,1.9681103178788173
control,control_group_20,3,10,15,5623.0,3422.0,735.0,488.0,0.6085719366886004,0.1307131424506491,0.0867864129468255,244.0,0,71.91306175778227,17.17758073340182,1,2201.0,3,1,1,1,5.492424743687864,4.794204117185485,57.074991201189526,52.65035297286455,0.0577266415393771,0.718213058419244,1.3410937575248616,0.0410632810950208,0.8260869565217391,1.248927828509847
control,control_group_21,3,35,758,17762.999999999993,1949.0,1883.0,1962.0,0.1097224567922085,0.1060068682091989,0.110454315149468,279.0,0,601.1526275715835,18.639650367379687,2,7906.999999999996,10,0,5,5,1.7300198947753112,0.7930773450812447,90.3616504156242,74.52133604977728,0.0648368499412087,0.957610565598285,4.0108992292108,0.0204866805001753,0.9582356094619044,4.142600974987887
control,control_group_3,3,14,21,7699.000000000001,5867.0,1710.000000000001,0.0,0.7620470190933887,0.2221067671126121,0.0,854.0,0,11.02238407577962,18.315254015098635,2,916.0000000000005,3,3,0,0,6.851703526527664,0.5248754321799819,49.91701210033084,49.83377048568187,0.0670572916666666,0.8090614886731392,1.9906064755807948,0.0455729166666666,0.8666666666666667,2.179693590427752
control,control_group_4,3,10,19,10391.0,7580.0,2322.0,0.0,0.7294774323934173,0.2234626118756616,0.0,732.0,0,2.474460026187534,18.80789024339928,2,1405.5,3,3,0,0,4.116371077992891,0.1302347382203965,47.745561771817655,46.83330216220556,0.0514266475885868,0.7315875613747954,1.865583419616409,0.0325730157394158,0.834625322997416,2.188100850659465
control,control_group_5,3,14,13,10759.0,2203.0,7700.0,490.0,0.2047588065805372,0.715679895901106,0.0455432661027976,3911.0,0,26.157810716168854,16.477335758876894,3,2852.0,6,2,3,1,7.041447718587665,2.0121392858591425,71.21100455636724,68.61829960750046,0.0558790170132325,0.7889039242219216,1.928169791528648,0.0377315689981096,0.8677354709418837,2.5283638977994345
control,control_group_6,3,20,23,9170.0,2934.0,5503.0,244.0,0.3199563794983642,0.6001090512540894,0.0266085059978189,1590.0,0,40.88418378855822,16.77946887829403,2,3118.0,4,3,1,0,5.355958628394639,1.7775732081981834,80.62471710182129,77.2405841427658,0.0542771568412594,0.7711978465679677,2.270258087209752,0.0325078530206735,0.8651685393258427,2.678886227286565
