eye_coeff_mean,eye_coeff_std,eye_coeff_min,eye_coeff_max,task_count,missing_count,flag_missing_task,eye_coeff_q1,eye_coeff_q2,eye_coeff_q3,eye_coeff_q4,eye_coeff_q5,Q1_subscore,Q2_subscore,Q3_subscore,Q4_subscore,Q5_subscore
0.4527933356290492,2.128457940160559,-0.767370637567633,0.8667568146636672,0.0,0.0,0.0,0.8125879104806588,1.9188238324530842,0.37436822004337206,-0.9389689971247678,0.5561632015758418,5.0,4.0,9.0,2.0,2.0
-1.1370819811448512,1.9061076139507394,-1.813228645820081,-0.11917800757050245,0.0,0.0,0.0,-0.6950462068573876,-1.3266324074448612,0.8553370488116289,-1.5548332697133516,-1.3822512089704726,6.0,7.0,9.0,4.0,0.0
-1.8766555626732337,-0.6517876819301446,-1.4022600003668184,-1.8916177021318072,0.0,0.0,0.0,-1.9182711058409903,-1.872018070282999,-1.6725892723676932,-1.3128301451097524,-1.0710070614449456,1.0,7.0,6.0,2.0,1.0
-0.8190765610591875,-1.7903078526922704,-0.2017361139405166,-1.3336733997318746,0.0,0.0,0.0,-0.726345845582409,-0.9184871715927565,-0.8356461226107563,-0.25444182589757885,-1.0425948854699574,5.0,6.0,9.0,2.0,2.0
0.15004697702962708,-1.0493568862880893,0.5138631012974528,-0.30611126909954295,0.0,0.0,0.0,-0.41998771162227033,-0.3016702725714247,0.598851164654236,0.19699564602046665,0.832777418894494,4.0,7.0,9.0,2.0,3.0
-0.9373278215638132,0.49155551618528714,-1.1229336780770591,-0.5730097560624623,0.0,0.0,0.0,-1.1984058507745017,-0.7089637355564388,0.2326472379211651,-1.1483459599388883,-0.47427645247323275,2.0,5.0,6.0,2.0,1.0
1.3666639385809325,-0.8008663307184611,1.4074626669088672,0.7348238039132073,0.0,0.0,0.0,0.28057159065074094,1.2869050568366378,1.1867764431739665,1.0721332399713341,2.319163531868572,6.0,7.0,9.0,5.0,2.0
-1.0106845834532137,-0.7171246267787829,-0.6555839487746692,-1.2031680261360984,0.0,0.0,0.0,-1.3368044167458928,-0.5217172882178474,-0.631975246792828,-0.8142180669966366,-0.7281544619905511,4.0,6.0,9.0,2.0,1.0
-0.771221804512717,1.1891958275331813,-1.2174517304344998,-0.44809351807253545,0.0,0.0,0.0,0.09887596989462222,-0.9859818716372533,0.40404130382678943,-1.204003889698273,-1.2218929313423934,4.0,7.0,6.0,1.0,0.0
-0.2371458578251009,2.1059404997833227,-1.0253892892955556,0.35672430134455585,0.0,0.0,0.0,0.9627014510578432,-0.20129577958161005,0.7562095810970227,-1.09090594076994,-1.0470415876128587,5.0,7.0,9.0,4.0,0.0
