ADQ_ID,EventType,StartIndex,EndIndex,Duration_ms,Amplitude_deg,MaxVel,MeanVel,ROI,group,subject
n1q1,fixation,0,82,10646000.0,50.11528695746638,,,KW_n2q1_4,control,control_group_1
n10q1,fixation,2,4,245.0,3.155270823368413,,,INST_n2q1_1,control,control_group_10
n10q1,fixation,6,22,1956.0,5.097267291402323,,,KW_n2q1_1,control,control_group_10
n10q1,fixation,24,39,1835.0,7.210690388582775,,,KW_n2q1_2,control,control_group_10
n10q1,fixation,42,55,1590.0,0.935343510160843,,,KW_n2q1_2,control,control_group_10
n10q1,fixation,57,62,611.0,4.516466273935849,,,KW_n2q1_3,control,control_group_10
n10q1,fixation,64,65,122.0,0.6652555244415491,,,KW_n2q1_3,control,control_group_10
n10q1,fixation,67,71,489.0,1.0226294408044383,,,KW_n2q1_3,control,control_group_10
n10q1,fixation,74,75,123.0,4.3680873671207685,,,KW_n2q1_4,control,control_group_10
n10q1,fixation,77,78,122.0,0.4343921850125758,,,KW_n2q1_4,control,control_group_10
n10q1,fixation,82,85,367.0,9.154096679432657,,,KW_n2q1_3,control,control_group_10
n10q1,fixation,89,97,978.0,5.522628579689209,,,KW_n2q1_4,control,control_group_10
n10q1,fixation,99,103,612.0,15.957613658251034,,,KW_n2q1_4,control,control_group_10
n10q1,saccade,0,0,0.0,0.0,0.0,0.0,,control,control_group_10
n10q1,saccade,1,1,0.0,0.0,67.012542542186,67.012542542186,,control,control_group_10
n10q1,saccade,5,5,0.0,0.0,83.34955327311161,83.34955327311161,,control,control_group_10
n10q1,saccade,23,23,0.0,0.0,92.91529290659908,92.91529290659908,,control,control_group_10
n10q1,saccade,40,41,122.0,8.279183342335157,93.03282813484391,80.44749333928735,,control,control_group_10
n10q1,saccade,56,56,0.0,0.0,73.51728298575902,73.51728298575902,,control,control_group_10
n10q1,saccade,63,63,0.0,0.0,46.51181919348766,46.51181919348766,,control,control_group_10
n10q1,saccade,66,66,0.0,0.0,67.90791802984052,67.90791802984052,,control,control_group_10
n10q1,saccade,72,73,123.0,9.96540750351936,81.01957319934439,68.77816787965288,,control,control_group_10
n10q1,saccade,76,76,0.0,0.0,44.266427285256675,44.266427285256675,,control,control_group_10
n10q1,saccade,79,79,0.0,0.0,90.81209924543685,90.81209924543685,,control,control_group_10
n10q1,saccade,80,80,0.0,0.0,5.032779971499156,5.032779971499156,,control,control_group_10
n10q1,saccade,81,81,0.0,0.0,86.41172477665658,86.41172477665658,,control,control_group_10
n10q1,saccade,86,86,0.0,0.0,74.55437361645959,74.55437361645959,,control,control_group_10
n10q1,saccade,87,87,0.0,0.0,11.849214752233923,11.849214752233923,,control,control_group_10
n10q1,saccade,88,88,0.0,0.0,49.775066611276884,49.775066611276884,,control,control_group_10
n10q1,saccade,98,98,0.0,0.0,45.20633765141567,45.20633765141567,,control,control_group_10
n11q1,fixation,0,2,245.0,4.333629183951939,,,INST_n2q1_1,control,control_group_11
n11q1,fixation,4,9,611.0,4.9303725493718975,,,BG_n2q1,control,control_group_11
n11q1,fixation,11,16,733.0,16.51776241856021,,,KW_n2q1_2,control,control_group_11
n11q1,fixation,18,28,1223.0,0.735750584097625,,,KW_n2q1_1,control,control_group_11
n11q1,fixation,30,52,2691.0,0.6538963211396721,,,KW_n2q1_2,control,control_group_11
n11q1,fixation,55,59,489.9999999999991,2.8258788923094373,,,KW_n2q1_3,control,control_group_11
n11q1,fixation,61,74,1589.0,6.537306482673117,,,KW_n2q1_3,control,control_group_11
n11q1,fixation,76,77,122.0,1.9887282393529753,,,KW_n2q1_3,control,control_group_11
n11q1,fixation,79,82,366.0,1.4619124001115815,,,KW_n2q1_4,control,control_group_11
n11q1,fixation,86,90,733.0,6.00862829793956,,,KW_n2q1_4,control,control_group_11
n11q1,saccade,3,3,0.0,0.0,57.20899918184599,57.20899918184599,,control,control_group_11
n11q1,saccade,10,10,0.0,0.0,56.49628679106151,56.49628679106151,,control,control_group_11
n11q1,saccade,17,17,0.0,0.0,85.38465482216564,85.38465482216564,,control,control_group_11
n11q1,saccade,29,29,0.0,0.0,72.32409459259686,72.32409459259686,,control,control_group_11
n11q1,saccade,53,54,122.0,8.551428152302979,88.47273652090789,79.28320495022024,,control,control_group_11
n11q1,saccade,60,60,0.0,0.0,58.24416541477981,58.24416541477981,,control,control_group_11
n11q1,saccade,75,75,0.0,0.0,58.45512949137829,58.45512949137829,,control,control_group_11
n11q1,saccade,78,78,0.0,0.0,40.19624215008716,40.19624215008716,,control,control_group_11
n11q1,saccade,83,83,0.0,0.0,64.54435023066226,64.54435023066226,,control,control_group_11
n11q1,saccade,84,84,0.0,0.0,14.075679586376216,14.075679586376216,,control,control_group_11
n11q1,saccade,85,85,0.0,0.0,67.28130737640998,67.28130737640998,,control,control_group_11
n11q1,saccade,91,92,245.0,17.9142036583377,86.77465451372825,79.94692655959413,,control,control_group_11
n12q1,fixation,0,2,245.0,3.0514792768098573,,,INST_n2q1_1,control,control_group_12
n12q1,fixation,4,13,1222.0,17.268907317615664,,,KW_n2q1_1,control,control_group_12
n12q1,fixation,15,17,244.0,3.324276080592585,,,KW_n2q1_1,control,control_group_12
n12q1,fixation,19,32,1712.0,8.589404525227582,,,KW_n2q1_2,control,control_group_12
n12q1,fixation,35,40,611.0,2.560972858270854,,,KW_n2q1_2,control,control_group_12
