ADQ_ID,EventType,StartIndex,EndIndex,Duration_ms,Amplitude_deg,MaxVel,MeanVel,ROI,group,subject
n21q4,saccade,1925,1929,45.0,0.49585703625137706,13.119985889933602,11.481024664244023,,control,control_group_21
n21q4,saccade,1930,1930,0.0,0.0,58.2712746663365,58.2712746663365,,control,control_group_21
n21q4,saccade,1931,1934,33.0,0.5763594690815791,30.42696074207893,19.15833501106738,,control,control_group_21
n21q4,saccade,1935,1935,0.0,0.0,137.13366663587743,137.13366663587743,,control,control_group_21
n21q4,saccade,1936,1936,0.0,0.0,19.554982878332943,19.554982878332943,,control,control_group_21
n21q4,saccade,1937,1937,0.0,0.0,54.83458343505416,54.83458343505416,,control,control_group_21
n21q4,saccade,1938,1943,56.0,0.7349796193092725,32.73571709240119,18.39715908200466,,control,control_group_21
n21q4,saccade,1944,1944,0.0,0.0,95.86811333138373,95.86811333138373,,control,control_group_21
n21q4,saccade,1959,1959,0.0,0.0,261.2663403091042,261.2663403091042,,control,control_group_21
n21q4,saccade,1960,1960,0.0,0.0,12.691462608403008,12.691462608403008,,control,control_group_21
n21q4,saccade,1961,1961,0.0,0.0,161.6238053511872,161.6238053511872,,control,control_group_21
n21q4,saccade,1962,1965,34.0,0.1727567654246785,10.1112105364497,7.410586692242289,,control,control_group_21
n21q4,saccade,1966,1966,0.0,0.0,306.1019630803651,306.1019630803651,,control,control_group_21
n21q4,saccade,1967,1967,0.0,0.0,21.800515575069706,21.800515575069706,,control,control_group_21
n21q4,saccade,1968,1968,0.0,0.0,114.84950195799698,114.84950195799698,,control,control_group_21
n21q4,saccade,1969,1971,23.0,0.456746109343038,29.71939511970266,22.88459731919275,,control,control_group_21
n21q4,saccade,1972,1972,0.0,0.0,86.63825689050272,86.63825689050272,,control,control_group_21
n21q4,saccade,1985,1985,0.0,0.0,56.92422932545979,56.92422932545979,,control,control_group_21
n21q4,saccade,1986,1986,0.0,0.0,8.469180880899023,8.469180880899023,,control,control_group_21
n21q4,saccade,1987,1987,0.0,0.0,80.89630258485758,80.89630258485758,,control,control_group_21
n21q4,saccade,1988,1996,89.0,0.7179408354453762,16.73548770607941,10.641297363155855,,control,control_group_21
n21q4,saccade,1997,1997,0.0,0.0,40.873091433188094,40.873091433188094,,control,control_group_21
n21q4,saccade,1998,2000,23.0,0.34457491725313144,22.838817543315194,19.33591639315306,,control,control_group_21
n21q4,saccade,2001,2015,199.0,32.94356331420752,376.88544325237234,126.8804910906076,,control,control_group_21
n21q4,saccade,2016,2017,12.0,0.24473988967881888,33.72394377102228,27.05946728879526,,control,control_group_21
n21q4,saccade,2018,2021,33.0,4.192179040308277,290.5425828166188,115.60722296888372,,control,control_group_21
n21q4,saccade,2022,2026,45.0,0.6558493979565826,28.936093735353683,19.168666322612307,,control,control_group_21
n21q4,saccade,2027,2029,22.0,1.394181970475887,225.8969628718164,154.49119434800068,,control,control_group_21
n21q4,saccade,2030,2034,45.0,0.11076591533499619,19.80529348431845,8.238576246728071,,control,control_group_21
n21q4,saccade,2035,2035,0.0,0.0,41.476983401232985,41.476983401232985,,control,control_group_21
n21q4,saccade,2036,2040,44.0,0.4145480285805204,36.572676428681255,23.312193616695005,,control,control_group_21
n21q4,saccade,2041,2041,0.0,0.0,68.36241803798339,68.36241803798339,,control,control_group_21
n21q4,saccade,2042,2044,22.0,0.4129580845558091,36.92978358591482,21.64014760374909,,control,control_group_21
n21q4,saccade,2045,2045,0.0,0.0,129.0260690553187,129.0260690553187,,control,control_group_21
n21q4,saccade,2046,2049,33.0,0.1684277696818476,22.027586685939465,13.138187805068782,,control,control_group_21
n21q4,saccade,2050,2051,11.0,4.46865791584006,406.24162871273273,394.35629779236467,,control,control_group_21
n21q4,saccade,2052,2054,22.0,0.047928884819075014,38.74685228484359,29.141667707750027,,control,control_group_21
n21q4,saccade,2055,2055,0.0,0.0,145.93304958775929,145.93304958775929,,control,control_group_21
n21q4,saccade,2056,2061,57.0,0.4579138521599901,26.535207112983446,10.013527790580037,,control,control_group_21
n21q4,saccade,2062,2062,0.0,0.0,110.1503067630775,110.1503067630775,,control,control_group_21
n21q4,saccade,2063,2064,11.0,0.08383013539294594,26.879837292896532,17.250379346127627,,control,control_group_21
n21q4,saccade,2065,2065,0.0,0.0,78.82238038518403,78.82238038518403,,control,control_group_21
n21q4,saccade,2066,2071,56.0,0.0832399183084583,26.457441297298313,13.425964301072264,,control,control_group_21
n21q4,saccade,2072,2072,0.0,0.0,68.80698840156175,68.80698840156175,,control,control_group_21
n21q4,saccade,2073,2073,0.0,0.0,17.447352234652026,17.447352234652026,,control,control_group_21
n21q4,saccade,2074,2075,11.0,1.1013496447541113,263.51398730890554,181.81834114327603,,control,control_group_21
n21q4,saccade,2097,2097,0.0,0.0,45.57949549871419,45.57949549871419,,control,control_group_21
n21q4,saccade,2098,2099,11.0,0.0835455564347929,7.5950505849811725,7.335449295348789,,control,control_group_21
n21q4,saccade,2100,2101,11.0,0.843317511024173,421.6235033085198,249.1443657917223,,control,control_group_21
n21q4,saccade,2102,2103,12.0,0.10184547118059932,17.77923545102953,13.133179024706402,,control,control_group_21
n21q4,saccade,2104,2104,0.0,0.0,194.43870179570706,194.43870179570706,,control,control_group_21
n21q4,saccade,2105,2106,11.0,0.19921396035418973,18.110360032199065,13.059026307350788,,control,control_group_21
n21q4,saccade,2107,2107,0.0,0.0,59.68183161565969,59.68183161565969,,control,control_group_21
n21q4,saccade,2118,2120,123.0,35.5810105572509,319.6525614913796,210.42698957243772,,control,control_group_21
n21q4,saccade,2121,2122,11.0,0.30124788264815966,27.386171149832695,21.499074461662275,,control,control_group_21
